"business_id","category_id"
"122","24"
"122","98"
"123","17"
"123","18"
"123","296"
"124","13"
"124","15"
"124","46"
"124","47"
"124","48"
"125","18"
"125","26"
"125","49"
"125","192"
"126","53"
"126","178"
"126","213"
"127","18"
"127","147"
"127","148"
"127","163"
"128","18"
"128","89"
"129","37"
"129","39"
"129","276"
"130","18"
"130","25"
"131","24"
"131","101"
"132","6"
"132","24"
"132","40"
"132","72"
"133","17"
"133","18"
"134","17"
"134","18"
"135","7"
"135","8"
"135","10"
"136","39"
"136","51"
"137","23"
"137","24"
"137","72"
"137","113"
"138","24"
"138","98"
"139","53"
"139","54"
"139","55"
"139","65"
"140","17"
"140","18"
"141","24"
"141","145"
"142","24"
"142","87"
"142","447"
"143","21"
"143","401"
"143","515"
"144","24"
"144","113"
"145","18"
"145","49"
"146","18"
"146","89"
"147","18"
"147","89"
"148","18"
"148","79"
"148","148"
"149","74"
"149","75"
"150","18"
"150","93"
"150","163"
"151","6"
"151","171"
"151","407"
"152","18"
"152","93"
"153","53"
"153","54"
"153","55"
"154","7"
"154","8"
"154","10"
"154","11"
"154","12"
"155","1"
"155","33"
"155","424"
"156","17"
"156","18"
"157","39"
"157","50"
"157","190"
"158","18"
"158","93"
"159","1"
"159","2"
"159","8"
"159","77"
"159","106"
"159","524"
"160","18"
"160","89"
"161","18"
"161","26"
"161","49"
"161","192"
"162","20"
"162","21"
"162","22"
"163","53"
"163","54"
"163","55"
"164","24"
"164","86"
"164","87"
"165","18"
"165","42"
"165","43"
"165","89"
"166","18"
"166","42"
"166","43"
"166","90"
"166","125"
"167","18"
"167","93"
"167","163"
"168","7"
"168","8"
"168","11"
"168","426"
"169","19"
"169","20"
"169","21"
"169","22"
"170","8"
"170","69"
"170","118"
"171","18"
"171","79"
"171","125"
"171","341"
"172","24"
"172","113"
"173","167"
"173","168"
"174","39"
"174","103"
"175","39"
"175","295"
"176","24"
"176","87"
"176","185"
"177","18"
"177","175"
"178","1"
"178","105"
"179","24"
"179","54"
"179","184"
"179","370"
"180","18"
"180","49"
"180","89"
"181","18"
"181","89"
"182","15"
"182","16"
"183","53"
"183","54"
"183","55"
"184","18"
"184","42"
"184","43"
"184","150"
"185","168"
"185","294"
"186","18"
"186","25"
"187","18"
"188","21"
"188","250"
"189","18"
"189","26"
"190","1"
"190","32"
"190","33"
"190","169"
"191","44"
"191","181"
"192","18"
"192","142"
"193","21"
"193","22"
"193","81"
"194","1"
"194","8"
"194","283"
"194","361"
"195","18"
"195","79"
"196","44"
"196","223"
"197","7"
"197","8"
"197","84"
"198","18"
"198","163"
"199","18"
"199","25"
"200","1"
"200","287"
"201","37"
"201","39"
"201","276"
"202","17"
"202","18"
"202","43"
"202","66"
"203","31"
"203","109"
"203","246"
"204","2"
"204","24"
"204","42"
"204","43"
"204","54"
"204","65"
"204","136"
"204","314"
"205","18"
"205","25"
"205","233"
"206","17"
"206","18"
"206","234"
"207","2"
"207","43"
"207","265"
"208","18"
"208","49"
"208","79"
"209","17"
"209","18"
"210","44"
"210","532"
"211","18"
"211","125"
"211","207"
"212","17"
"212","18"
"214","23"
"214","24"
"214","87"
"214","95"
"214","352"
"215","6"
"215","497"
"216","18"
"216","26"
"217","18"
"217","89"
"218","8"
"218","254"
"219","18"
"219","25"
"219","89"
"220","18"
"220","26"
"221","31"
"221","58"
"221","221"
"221","255"
"222","17"
"222","18"
"223","18"
"223","23"
"223","24"
"223","89"
"224","24"
"224","42"
"224","43"
"224","173"
"224","239"
"224","347"
"225","18"
"225","112"
"226","18"
"226","207"
"226","208"
"227","6"
"227","24"
"227","40"
"227","72"
"228","24"
"228","98"
"229","17"
"229","18"
"230","18"
"230","79"
"231","7"
"231","8"
"231","10"
"231","11"
"231","12"
"232","18"
"232","42"
"232","43"
"232","125"
"232","136"
"233","37"
"233","39"
"233","103"
"234","39"
"234","50"
"235","21"
"235","22"
"235","81"
"236","18"
"236","112"
"236","154"
"236","289"
"237","18"
"237","89"
"238","21"
"238","282"
"239","8"
"239","77"
"239","131"
"240","31"
"240","37"
"240","39"
"240","257"
"240","276"
"240","295"
"241","2"
"241","197"
"242","111"
"242","215"
"243","53"
"243","54"
"243","55"
"244","249"
"244","345"
"245","7"
"245","8"
"245","10"
"245","11"
"245","12"
"246","8"
"246","64"
"247","31"
"247","109"
"247","137"
"247","246"
"248","6"
"248","126"
"249","18"
"249","26"
"250","8"
"250","69"
"250","119"
"251","18"
"251","24"
"251","239"
"252","7"
"252","8"
"252","9"
"252","10"
"252","351"
"253","18"
"253","26"
"253","62"
"254","115"
"254","122"
"254","389"
"254","431"
"255","44"
"255","153"
"256","18"
"256","24"
"256","165"
"256","199"
"257","18"
"257","24"
"257","25"
"257","26"
"257","191"
"258","7"
"258","8"
"258","351"
"258","408"
"259","18"
"259","89"
"259","112"
"259","148"
"260","6"
"260","269"
"260","379"
"261","44"
"261","45"
"262","42"
"262","43"
"262","90"
"263","39"
"263","50"
"264","17"
"264","18"
"264","25"
"264","49"
"266","1"
"266","327"
"267","44"
"267","223"
"268","1"
"268","18"
"268","88"
"268","512"
"269","21"
"269","60"
"270","7"
"270","8"
"270","291"
"271","17"
"271","18"
"272","18"
"272","208"
"273","18"
"273","133"
"274","1"
"274","33"
"274","169"
"275","2"
"275","8"
"275","220"
"276","8"
"276","31"
"276","161"
"276","162"
"277","43"
"277","484"
"278","18"
"278","23"
"278","24"
"278","26"
"279","31"
"279","58"
"279","97"
"280","18"
"280","85"
"281","74"
"281","75"
"282","53"
"282","54"
"282","55"
"283","18"
"283","198"
"284","44"
"284","153"
"285","18"
"285","93"
"286","18"
"286","112"
"287","18"
"287","49"
"288","18"
"288","402"
"289","24"
"289","113"
"290","8"
"290","259"
"290","261"
"291","1"
"291","83"
"292","18"
"292","93"
"292","129"
"293","18"
"293","112"
"293","163"
"294","24"
"294","113"
"295","18"
"295","89"
"296","74"
"296","75"
"297","8"
"297","21"
"297","115"
"297","116"
"297","227"
"297","228"
"298","38"
"298","39"
"298","121"
"299","1"
"299","54"
"299","107"
"299","323"
"299","361"
"300","31"
"300","58"
"301","8"
"301","69"
"301","118"
"302","18"
"302","166"
"303","24"
"303","101"
"304","18"
"304","42"
"304","43"
"304","89"
"304","240"
"305","18"
"305","155"
"306","44"
"306","45"
"307","44"
"307","290"
"308","18"
"308","155"
"308","166"
"308","170"
"309","7"
"309","8"
"309","9"
"310","18"
"310","129"
"311","24"
"311","113"
"312","18"
"312","125"
"313","1"
"313","105"
"314","18"
"314","49"
"314","112"
"315","115"
"315","367"
"315","511"
"315","518"
"316","39"
"316","50"
"317","24"
"317","87"
"317","174"
"318","18"
"318","25"
"318","89"
"318","233"
"319","54"
"319","194"
"320","44"
"320","45"
"321","8"
"321","71"
"322","19"
"322","21"
"322","22"
"323","18"
"323","93"
"323","224"
"324","18"
"324","49"
"325","24"
"325","239"
"326","24"
"326","113"
"327","1"
"327","83"
"328","18"
"328","147"
"328","234"
"329","18"
"329","208"
"330","1"
"330","281"
"331","8"
"331","162"
"332","8"
"332","217"
"332","219"
"333","7"
"333","8"
"333","10"
"333","11"
"334","18"
"334","155"
"335","31"
"335","109"
"335","110"
"335","137"
"335","246"
"336","18"
"336","49"
"337","31"
"337","108"
"337","109"
"337","137"
"337","246"
"338","24"
"338","72"
"338","113"
"339","42"
"339","43"
"339","66"
"340","7"
"340","8"
"340","9"
"341","44"
"341","160"
"341","181"
"342","74"
"342","75"
"343","24"
"343","98"
"344","15"
"344","54"
"344","94"
"345","1"
"345","33"
"345","268"
"346","39"
"346","121"
"347","8"
"347","228"
"348","18"
"348","112"
"348","155"
"349","8"
"349","259"
"349","261"
"350","8"
"350","353"
"351","8"
"351","24"
"351","29"
"351","54"
"351","69"
"351","80"
"351","87"
"351","258"
"351","259"
"351","352"
"353","7"
"353","8"
"353","10"
"354","21"
"354","61"
"355","18"
"355","93"
"355","129"
"355","163"
"356","44"
"356","210"
"356","356"
"356","388"
"356","445"
"356","455"
"357","18"
"357","166"
"358","24"
"358","98"
"359","36"
"359","38"
"359","39"
"359","295"
"360","44"
"360","210"
"360","445"
"360","455"
"361","39"
"361","50"
"362","17"
"362","18"
"363","18"
"363","198"
"364","18"
"364","42"
"364","43"
"364","89"
"364","90"
"365","39"
"365","51"
"366","18"
"366","112"
"367","42"
"367","43"
"368","24"
"368","87"
"368","185"
"369","24"
"369","302"
"370","1"
"370","33"
"370","169"
"371","18"
"371","112"
"372","24"
"372","113"
"373","39"
"373","50"
"373","51"
"374","18"
"374","49"
"375","6"
"375","8"
"375","126"
"375","228"
"375","231"
"376","31"
"376","36"
"376","38"
"376","39"
"376","331"
"377","18"
"377","89"
"378","8"
"378","143"
"379","17"
"379","18"
"380","17"
"380","18"
"381","18"
"381","24"
"381","25"
"381","191"
"381","192"
"382","6"
"382","8"
"382","228"
"382","298"
"383","8"
"383","227"
"384","75"
"384","115"
"384","326"
"384","454"
"384","470"
"385","6"
"385","41"
"386","24"
"386","86"
"386","87"
"387","18"
"387","25"
"388","21"
"388","61"
"389","39"
"389","103"
"390","17"
"390","18"
"391","18"
"391","93"
"392","24"
"392","42"
"392","43"
"392","57"
"392","239"
"393","18"
"394","18"
"394","26"
"394","148"
"394","392"
"395","24"
"395","98"
"396","18"
"396","93"
"397","23"
"397","24"
"398","8"
"398","263"
"399","18"
"399","79"
"399","89"
"400","44"
"400","290"
"401","23"
"401","24"
"402","7"
"402","8"
"402","10"
"402","12"
"403","42"
"403","43"
"403","355"
"404","39"
"404","50"
"404","317"
"405","24"
"405","113"
"405","239"
"406","39"
"406","50"
"407","18"
"407","49"
"407","89"
"408","21"
"408","320"
"409","18"
"409","25"
"409","89"
"409","233"
"410","18"
"410","26"
"411","7"
"411","8"
"411","10"
"411","11"
"411","77"
"411","78"
"411","84"
"411","408"
"412","24"
"412","145"
"413","8"
"413","217"
"413","218"
"413","237"
"413","262"
"414","17"
"414","18"
"415","18"
"415","62"
"416","53"
"416","178"
"416","213"
"416","272"
"417","18"
"417","93"
"418","18"
"418","155"
"419","21"
"419","250"
"420","44"
"420","160"
"420","181"
"421","18"
"421","42"
"421","43"
"421","136"
"421","142"
"422","8"
"422","259"
"422","261"
"423","24"
"423","98"
"424","8"
"424","229"
"425","18"
"425","89"
"425","419"
"426","8"
"426","39"
"426","73"
"427","5"
"427","6"
"427","41"
"427","126"
"428","18"
"428","42"
"428","43"
"428","57"
"428","125"
"429","24"
"429","101"
"430","23"
"430","24"
"431","18"
"431","192"
"432","18"
"432","207"
"433","36"
"433","37"
"433","39"
"433","276"
"434","8"
"434","229"
"435","18"
"435","26"
"435","148"
"435","392"
"436","7"
"436","8"
"436","12"
"436","69"
"436","80"
"437","8"
"437","71"
"438","18"
"438","79"
"438","89"
"439","24"
"439","113"
"440","21"
"440","245"
"441","18"
"441","23"
"441","24"
"441","135"
"442","8"
"442","69"
"442","76"
"442","80"
"443","15"
"443","16"
"444","7"
"444","8"
"444","10"
"444","11"
"444","84"
"445","18"
"445","79"
"446","18"
"446","49"
"447","21"
"447","61"
"448","44"
"448","45"
"449","18"
"449","397"
"450","24"
"450","293"
"451","18"
"451","85"
"451","89"
"452","8"
"452","189"
"453","115"
"454","8"
"454","227"
"455","18"
"455","198"
"456","44"
"457","24"
"457","113"
"458","2"
"458","3"
"459","18"
"459","26"
"459","79"
"459","89"
"460","31"
"460","58"
"461","18"
"461","49"
"461","112"
"462","18"
"462","208"
"463","8"
"463","69"
"463","70"
"463","80"
"463","189"
"464","7"
"464","8"
"464","9"
"464","24"
"464","113"
"465","42"
"465","43"
"466","18"
"467","42"
"467","43"
"467","66"
"467","366"
"468","53"
"468","54"
"468","55"
"469","1"
"469","54"
"469","105"
"469","260"
"470","8"
"470","24"
"470","39"
"470","71"
"470","72"
"470","73"
"471","18"
"471","142"
"472","39"
"472","50"
"472","52"
"472","190"
"473","18"
"473","85"
"473","207"
"473","208"
"474","6"
"474","41"
"474","126"
"474","149"
"475","42"
"475","43"
"476","8"
"476","143"
"477","21"
"477","61"
"478","1"
"478","83"
"478","387"
"479","18"
"479","62"
"480","18"
"480","42"
"480","43"
"480","57"
"480","207"
"480","208"
"481","18"
"481","42"
"481","43"
"481","89"
"481","90"
"482","8"
"482","69"
"482","118"
"483","18"
"483","150"
"484","53"
"484","178"
"484","271"
"485","24"
"485","98"
"486","53"
"486","54"
"486","55"
"487","8"
"487","71"
"488","6"
"488","126"
"489","18"
"490","18"
"490","25"
"490","89"
"491","168"
"491","473"
"492","39"
"492","50"
"492","103"
"493","2"
"493","209"
"493","210"
"493","226"
"493","450"
"494","18"
"494","125"
"495","18"
"495","26"
"496","17"
"496","18"
"497","18"
"497","25"
"497","89"
"497","233"
"498","18"
"498","26"
"499","18"
"499","112"
"500","210"
"500","356"
"500","388"
"501","24"
"501","31"
"501","87"
"501","174"
"501","257"
"502","18"
"502","154"
"503","6"
"503","126"
"504","44"
"504","45"
"505","24"
"505","212"
"506","39"
"506","51"
"507","17"
"507","18"
"508","18"
"508","26"
"509","18"
"509","89"
"510","18"
"510","112"
"511","39"
"511","295"
"512","24"
"512","98"
"513","18"
"513","24"
"513","26"
"513","98"
"514","17"
"514","18"
"515","18"
"515","24"
"515","325"
"515","402"
"516","44"
"516","153"
"517","17"
"517","18"
"518","39"
"518","50"
"519","18"
"519","207"
"519","208"
"520","18"
"520","26"
"521","8"
"521","29"
"522","168"
"523","17"
"523","18"
"524","18"
"524","49"
"525","6"
"525","126"
"526","18"
"526","112"
"526","155"
"526","182"
"527","5"
"527","6"
"527","41"
"527","126"
"528","168"
"528","471"
"529","111"
"530","21"
"530","157"
"531","18"
"531","42"
"531","43"
"531","90"
"531","125"
"532","17"
"532","18"
"533","1"
"533","105"
"534","18"
"534","198"
"535","17"
"535","18"
"536","20"
"536","21"
"536","22"
"537","18"
"537","112"
"538","1"
"538","2"
"538","33"
"538","226"
"538","412"
"539","18"
"539","42"
"539","43"
"540","17"
"540","18"
"541","44"
"541","160"
"541","181"
"542","24"
"542","98"
"543","18"
"543","198"
"544","18"
"544","112"
"545","18"
"545","79"
"546","18"
"546","142"
"547","2"
"547","24"
"547","314"
"548","18"
"548","341"
"549","8"
"549","421"
"550","18"
"550","25"
"550","89"
"551","8"
"551","69"
"551","70"
"552","6"
"552","126"
"553","18"
"553","88"
"553","142"
"554","1"
"554","343"
"555","18"
"555","49"
"556","13"
"556","14"
"556","15"
"556","46"
"556","48"
"557","7"
"557","8"
"557","11"
"558","17"
"558","18"
"558","49"
"558","133"
"559","7"
"559","8"
"559","9"
"560","18"
"560","93"
"561","44"
"561","45"
"562","20"
"562","21"
"562","22"
"562","81"
"563","18"
"563","25"
"563","125"
"564","17"
"564","18"
"565","168"
"565","473"
"566","2"
"566","18"
"566","89"
"566","106"
"567","44"
"567","45"
"568","18"
"568","399"
"569","24"
"569","145"
"570","1"
"570","54"
"570","65"
"570","105"
"571","24"
"571","145"
"572","31"
"572","58"
"572","211"
"573","8"
"573","69"
"573","70"
"574","8"
"574","44"
"574","229"
"574","252"
"574","253"
"575","6"
"575","301"
"576","24"
"576","113"
"577","115"
"577","367"
"577","368"
"577","369"
"578","44"
"578","153"
"579","13"
"579","15"
"579","46"
"579","47"
"579","48"
"580","31"
"580","109"
"581","18"
"581","142"
"581","243"
"582","18"
"582","125"
"582","147"
"582","166"
"583","8"
"583","77"
"584","18"
"584","26"
"584","192"
"585","1"
"585","365"
"586","31"
"586","109"
"586","137"
"586","246"
"587","24"
"587","145"
"588","39"
"588","50"
"589","24"
"589","98"
"590","74"
"590","75"
"591","8"
"591","69"
"591","70"
"592","18"
"592","166"
"592","172"
"592","502"
"593","39"
"593","103"
"594","31"
"594","58"
"594","342"
"595","18"
"595","25"
"595","89"
"595","233"
"596","18"
"596","88"
"597","18"
"597","26"
"597","49"
"598","39"
"598","50"
"599","6"
"599","126"
"600","18"
"600","208"
"601","24"
"601","98"
"602","8"
"602","31"
"602","161"
"602","162"
"603","18"
"603","79"
"603","85"
"604","39"
"604","103"
"605","18"
"605","155"
"606","8"
"606","69"
"606","118"
"607","54"
"607","65"
"607","260"
"608","8"
"608","229"
"609","44"
"609","45"
"610","31"
"610","58"
"610","222"
"610","363"
"611","18"
"611","125"
"612","31"
"612","58"
"612","354"
"613","17"
"613","18"
"614","6"
"614","24"
"614","40"
"614","72"
"615","13"
"615","14"
"615","15"
"615","46"
"616","1"
"616","287"
"617","2"
"617","43"
"617","226"
"617","265"
"618","18"
"619","37"
"619","39"
"619","475"
"619","590"
"620","8"
"620","332"
"621","8"
"621","37"
"621","39"
"621","50"
"621","73"
"622","168"
"622","294"
"623","31"
"623","37"
"623","39"
"623","146"
"623","276"
"624","8"
"624","227"
"625","18"
"625","26"
"625","192"
"626","31"
"626","58"
"626","161"
"626","395"
"626","396"
"627","6"
"627","126"
"628","18"
"628","163"
"629","24"
"629","145"
"630","18"
"630","49"
"630","154"
"631","8"
"631","69"
"631","70"
"632","31"
"632","222"
"633","24"
"633","87"
"633","185"
"634","7"
"634","8"
"634","9"
"635","8"
"635","54"
"635","259"
"635","260"
"635","261"
"636","8"
"636","44"
"636","307"
"636","425"
"637","23"
"637","24"
"637","98"
"638","6"
"638","126"
"639","18"
"639","150"
"640","8"
"640","39"
"640","50"
"640","73"
"641","18"
"641","62"
"642","18"
"642","26"
"643","8"
"643","69"
"643","119"
"644","23"
"644","24"
"645","18"
"645","205"
"646","18"
"646","125"
"647","18"
"647","42"
"647","43"
"647","57"
"647","205"
"648","21"
"648","250"
"649","2"
"649","322"
"650","2"
"650","42"
"650","43"
"650","57"
"650","66"
"650","265"
"651","17"
"651","18"
"652","54"
"652","94"
"653","18"
"653","79"
"654","17"
"654","18"
"655","18"
"655","112"
"656","23"
"656","24"
"657","18"
"657","112"
"657","155"
"658","115"
"658","122"
"658","123"
"659","5"
"659","6"
"659","126"
"660","1"
"660","83"
"661","17"
"661","18"
"662","39"
"662","103"
"663","17"
"663","18"
"664","7"
"664","8"
"664","351"
"664","408"
"665","6"
"665","24"
"665","40"
"665","113"
"666","18"
"666","150"
"667","8"
"667","21"
"667","69"
"667","70"
"667","141"
"668","18"
"668","49"
"668","79"
"669","24"
"669","98"
"670","18"
"670","155"
"671","7"
"671","8"
"671","9"
"671","71"
"671","353"
"672","7"
"672","8"
"672","10"
"672","11"
"673","18"
"673","24"
"673","87"
"673","216"
"674","18"
"674","26"
"674","192"
"675","44"
"675","153"
"676","115"
"676","367"
"676","511"
"677","8"
"677","217"
"677","218"
"678","53"
"678","54"
"678","55"
"679","18"
"679","270"
"680","6"
"680","149"
"681","2"
"681","197"
"681","226"
"682","6"
"682","40"
"683","21"
"683","115"
"683","116"
"683","186"
"684","18"
"684","207"
"684","208"
"685","18"
"685","26"
"686","210"
"686","384"
"687","36"
"687","38"
"687","39"
"687","295"
"688","115"
"688","454"
"689","6"
"689","21"
"689","44"
"689","200"
"689","201"
"689","497"
"690","8"
"690","44"
"690","210"
"690","228"
"690","307"
"690","425"
"691","18"
"691","155"
"692","1"
"692","32"
"692","33"
"692","169"
"693","8"
"693","498"
"694","8"
"694","227"
"695","24"
"695","212"
"696","2"
"696","8"
"696","111"
"696","220"
"697","17"
"697","18"
"698","18"
"698","26"
"699","8"
"699","39"
"699","50"
"699","73"
"699","183"
"700","8"
"700","228"
"701","18"
"701","42"
"701","43"
"701","129"
"701","163"
"702","42"
"702","43"
"702","347"
"703","18"
"703","93"
"703","163"
"704","18"
"704","208"
"705","24"
"705","101"
"705","212"
"706","18"
"706","49"
"706","79"
"707","7"
"707","8"
"707","9"
"708","7"
"708","8"
"708","291"
"709","8"
"709","39"
"709","73"
"710","8"
"710","29"
"710","195"
"711","53"
"711","54"
"711","55"
"712","18"
"712","502"
"713","18"
"713","89"
"713","150"
"714","17"
"714","18"
"714","49"
"714","133"
"715","8"
"715","69"
"715","118"
"716","7"
"716","8"
"716","9"
"717","15"
"717","48"
"718","44"
"718","160"
"718","181"
"719","18"
"719","233"
"720","24"
"720","293"
"721","7"
"721","8"
"721","9"
"721","144"
"722","13"
"722","15"
"722","46"
"723","18"
"723","24"
"723","25"
"723","98"
"724","18"
"724","93"
"725","44"
"725","210"
"725","445"
"725","455"
"726","2"
"726","8"
"726","54"
"726","94"
"726","220"
"726","427"
"727","24"
"727","145"
"728","18"
"728","79"
"728","89"
"729","53"
"729","54"
"729","55"
"730","6"
"730","40"
"731","36"
"731","38"
"731","39"
"732","15"
"732","16"
"733","18"
"733","170"
"734","24"
"734","394"
"735","21"
"735","22"
"735","81"
"736","18"
"736","208"
"737","24"
"737","87"
"737","319"
"738","2"
"738","18"
"738","24"
"738","43"
"738","98"
"738","155"
"738","265"
"739","18"
"739","89"
"739","382"
"740","44"
"740","160"
"741","8"
"741","31"
"741","161"
"741","162"
"742","18"
"742","192"
"743","39"
"743","295"
"744","2"
"744","188"
"745","42"
"745","43"
"745","90"
"745","347"
"746","5"
"746","6"
"747","6"
"747","41"
"748","24"
"748","212"
"750","17"
"750","18"
"750","26"
"750","148"
"751","18"
"751","172"
"752","5"
"752","6"
"753","18"
"753","24"
"753","79"
"753","325"
"754","39"
"754","103"
"755","13"
"755","15"
"755","46"
"755","47"
"755","48"
"756","1"
"756","2"
"756","104"
"756","105"
"756","106"
"756","107"
"757","1"
"757","18"
"757","89"
"757","105"
"758","7"
"758","8"
"758","10"
"758","12"
"758","84"
"759","18"
"759","26"
"759","49"
"759","192"
"760","8"
"760","29"
"761","23"
"761","24"
"762","8"
"762","189"
"763","18"
"763","112"
"764","5"
"764","6"
"765","18"
"765","25"
"765","26"
"765","54"
"765","184"
"766","18"
"766","24"
"766","124"
"766","325"
"767","31"
"767","38"
"767","39"
"767","331"
"768","21"
"768","22"
"768","81"
"769","24"
"769","98"
"770","53"
"770","54"
"770","55"
"771","18"
"771","79"
"771","125"
"771","199"
"772","53"
"772","54"
"772","55"
"773","18"
"773","192"
"774","18"
"774","49"
"775","2"
"775","8"
"775","69"
"775","80"
"775","220"
"776","18"
"776","23"
"776","24"
"776","26"
"777","8"
"777","259"
"777","261"
"778","39"
"778","50"
"778","190"
"779","21"
"779","22"
"779","74"
"779","75"
"779","362"
"780","31"
"780","222"
"781","31"
"781","108"
"781","109"
"781","110"
"782","18"
"782","142"
"783","18"
"783","133"
"784","18"
"784","402"
"785","18"
"785","42"
"785","43"
"785","125"
"785","136"
"786","6"
"786","40"
"786","126"
"786","149"
"787","17"
"787","18"
"788","18"
"788","79"
"789","8"
"789","217"
"791","1"
"791","53"
"791","54"
"791","55"
"791","65"
"791","82"
"792","44"
"792","130"
"793","54"
"793","428"
"794","18"
"794","26"
"794","112"
"794","155"
"795","39"
"795","121"
"796","31"
"796","363"
"797","17"
"797","18"
"798","18"
"798","93"
"798","392"
"798","393"
"799","7"
"799","8"
"799","10"
"800","18"
"800","216"
"802","7"
"802","8"
"802","9"
"803","6"
"803","41"
"803","126"
"804","31"
"804","109"
"804","246"
"805","18"
"805","112"
"805","155"
"806","36"
"806","38"
"806","39"
"806","121"
"807","44"
"807","45"
"808","44"
"808","115"
"808","130"
"808","435"
"809","36"
"809","37"
"809","38"
"809","39"
"810","168"
"810","471"
"811","18"
"811","89"
"812","18"
"813","31"
"813","58"
"813","275"
"814","31"
"814","109"
"814","137"
"815","24"
"815","98"
"815","99"
"816","18"
"816","198"
"817","18"
"817","112"
"818","44"
"818","45"
"819","8"
"819","217"
"819","262"
"820","1"
"820","31"
"820","33"
"820","242"
"820","491"
"821","21"
