"business_id","active","city","state","stars","review_count"
"57","true","Phoenix","AZ","2.5","Low"
"58","true","Tempe","AZ","5","Low"
"59","true","Phoenix","AZ","3.5","Low"
"60","true","Mesa","AZ","4.5","Low"
"61","true","Phoenix","AZ","4.5","Low"
"62","true","Phoenix","AZ","3.5","Low"
"63","true","Mesa","AZ","2.5","Medium"
"64","true","Tempe","AZ","4","High"
"65","true","Cave Creek","AZ","5","Low"
"66","true","Mesa","AZ","2.5","Low"
"67","true","Surprise","AZ","5","Low"
"68","true","Mesa","AZ","5","Low"
"69","true","Phoenix","AZ","3.5","Medium"
"70","true","Tempe","AZ","5","Low"
"71","true","Glendale","AZ","4.5","Low"
"72","true","Scottsdale","AZ","3.5","Low"
"73","true","Mesa","AZ","4","Low"
"74","true","Queen Creek","AZ","4","Medium"
"75","true","Glendale","AZ","5","Low"
"76","false","Phoenix","AZ","4.5","Low"
"77","true","Phoenix","AZ","3.5","Low"
"78","true","Tempe","AZ","3.5","Low"
"79","true","Gilbert","AZ","3.5","Low"
"80","true","Mesa","AZ","5","Low"
"81","true","Gilbert","AZ","4.5","Low"
"82","true","Scottsdale","AZ","5","Low"
"83","true","Mesa","AZ","3.5","Medium"
"84","true","Tempe","AZ","4","High"
"85","false","Paradise Valley","AZ","2","Low"
"86","true","Phoenix","AZ","4.5","Low"
"87","true","Chandler","AZ","3","Low"
"88","false","Phoenix","AZ","3.5","Low"
"89","true","Phoenix","AZ","4","Low"
"90","true","Tempe","AZ","3.5","Low"
"91","true","Glendale","AZ","4","Low"
"92","true","Phoenix","AZ","2","Low"
"93","true","Chandler","AZ","4","Low"
"94","false","Scottsdale","AZ","4","Medium"
"95","true","Phoenix","AZ","4.5","High"
"96","true","Phoenix","AZ","4","Low"
"97","true","Gilbert","AZ","3.5","Low"
"98","true","Phoenix","AZ","3.5","High"
"99","true","Phoenix","AZ","5","Low"
"100","true","Glendale","AZ","3","Low"
"101","false","Tempe","AZ","3.5","Low"
"102","true","Mesa","AZ","3","Medium"
"103","true","Phoenix","AZ","4","High"
"104","true","Goodyear","AZ","3.5","Low"
"105","true","Mesa","AZ","4.5","Medium"
"106","false","Glendale","AZ","3","Low"
"107","false","Phoenix","AZ","2","Low"
"108","true","Tempe","AZ","3.5","Medium"
"109","true","Peoria","AZ","3.5","Low"
"110","false","Surprise","AZ","4.5","Low"
"111","true","Gilbert","AZ","3.5","Low"
"112","false","Phoenix","AZ","3","Low"
"113","false","Gold Canyon","AZ","2.5","Low"
"114","false","Paradise Valley","AZ","2.5","Low"
"115","true","Surprise","AZ","4.5","Low"
"116","true","Glendale","AZ","1.5","Low"
"117","true","Phoenix","AZ","4.5","Low"
"118","true","Goodyear","AZ","3","Low"
"119","true","Chandler","AZ","2.5","Low"
"120","true","Gilbert","AZ","4.5","Low"
"121","true","Phoenix","AZ","1","Low"
"122","false","Gilbert","AZ","4.5","Low"
"123","true","Phoenix","AZ","5","Low"
"124","true","Phoenix","AZ","3.5","Low"
"125","true","Mesa","AZ","4","Low"
"126","true","Scottsdale","AZ","5","Low"
"127","true","Tempe","AZ","3.5","Medium"
"128","true","Phoenix","AZ","3.5","Low"
"129","true","Scottsdale","AZ","2","Low"
"130","false","Phoenix","AZ","3.5","Medium"
"131","true","Scottsdale","AZ","3.5","Medium"
"132","true","Phoenix","AZ","4.5","Low"
"133","true","Tempe","AZ","4","Medium"
"134","false","Scottsdale","AZ","4","Low"
"135","true","Scottsdale","AZ","3","Low"
"136","true","Tempe","AZ","5","Low"
"137","true","Phoenix","AZ","4","Low"
"138","true","Phoenix","AZ","2.5","Low"
"139","true","Scottsdale","AZ","3.5","Medium"
"140","true","Phoenix","AZ","3","Medium"
"141","true","Phoenix","AZ","4","Low"
"142","true","Glendale","AZ","4","Low"
"143","true","Phoenix","AZ","4","Low"
"144","true","Scottsdale","AZ","4","Low"
"145","true","Scottsdale","AZ","2.5","Low"
"146","true","Phoenix","AZ","3.5","Low"
"147","false","Scottsdale","AZ","3.5","Low"
"148","true","Chandler","AZ","2.5","Low"
"149","true","Phoenix","AZ","2.5","Low"
"150","true","Maricopa","AZ","2.5","Medium"
"151","true","Phoenix","AZ","4.5","Low"
"152","true","Phoenix","AZ","2.5","Medium"
"153","true","Phoenix","AZ","4","Medium"
"154","true","Chandler","AZ","4","Low"
"155","true","Phoenix","AZ","4.5","Low"
"156","true","Mesa","AZ","4","Medium"
"157","true","Gilbert","AZ","4.5","Low"
"158","true","Phoenix","AZ","4","Medium"
"159","true","Phoenix","AZ","2.5","Low"
"160","true","Scottsdale","AZ","3","Low"
"161","true","Phoenix","AZ","4","Medium"
"162","true","Gilbert","AZ","2","Low"
"163","true","Phoenix","AZ","3","Medium"
"164","true","Phoenix","AZ","4.5","Low"
"165","true","Tempe","AZ","3","Medium"
"166","true","Glendale","AZ","3.5","Medium"
"167","true","Phoenix","AZ","3.5","Medium"
"168","true","Phoenix","AZ","4","Low"
"169","false","Scottsdale","AZ","5","Low"
"170","true","Phoenix","AZ","3","Low"
"171","true","Chandler","AZ","4","Medium"
"172","true","Mesa","AZ","4","Medium"
"173","true","Fountain Hills","AZ","2.5","Low"
"174","true","Tempe","AZ","4","Low"
"175","true","Phoenix","AZ","5","Low"
"176","true","Tempe","AZ","4.5","Medium"
"177","false","Phoenix","AZ","3.5","Low"
"178","true","Goodyear","AZ","3","Low"
"179","true","Scottsdale","AZ","3.5","Low"
"180","true","Gilbert","AZ","3","Low"
"181","true","Chandler","AZ","3.5","Medium"
"182","true","Phoenix","AZ","3.5","Low"
"183","true","Scottsdale","AZ","3.5","High"
"184","true","Phoenix","AZ","4","Uber"
"185","true","Surprise","AZ","4.5","Low"
"186","false","Phoenix","AZ","3","Medium"
"187","false","Phoenix","AZ","3.5","Low"
"188","true","Glendale","AZ","5","Low"
"189","true","Chandler","AZ","4","Low"
"190","true","Peoria","AZ","3","Low"
"191","true","Phoenix","AZ","5","Low"
"192","true","Gilbert","AZ","3.5","Medium"
"193","true","Phoenix","AZ","1.5","Low"
"194","true","Mesa","AZ","5","Low"
"195","true","Cave Creek","AZ","2","Low"
"196","true","Ahwatukee","AZ","4.5","Low"
"197","true","Fountain Hills","AZ","2.5","Low"
"198","true","Glendale","AZ","3","Medium"
"199","true","Goodyear","AZ","4","Low"
"200","true","Phoenix","AZ","4","Low"
"201","true","Scottsdale","AZ","1","Low"
"202","true","Peoria","AZ","3","Medium"
"203","true","Scottsdale","AZ","3","Low"
"204","true","Scottsdale","AZ","4","High"
"205","true","Tempe","AZ","4","Low"
"206","false","Phoenix","AZ","4","Medium"
"207","false","Phoenix","AZ","3.5","Medium"
"208","true","Chandler","AZ","2","Low"
"209","true","Phoenix","AZ","4","Medium"
"210","true","Phoenix","AZ","5","Low"
"211","true","Chandler","AZ","3.5","High"
"212","false","Scottsdale","AZ","4","Low"
"213","true","Chandler","AZ","3.5","Low"
"214","true","Phoenix","AZ","5","Medium"
"215","true","Avondale","AZ","3.5","Low"
"216","true","Tempe","AZ","3.5","Low"
"217","true","Mesa","AZ","2.5","Low"
"218","true","Phoenix","AZ","4","Medium"
"219","true","Phoenix","AZ","3","Medium"
"220","true","Phoenix","AZ","3","Low"
"221","true","Phoenix","AZ","3.5","Low"
"222","true","Scottsdale","AZ","3.5","Medium"
"223","false","Phoenix","AZ","3.5","Low"
"224","true","Phoenix","AZ","4","Medium"
"225","true","Scottsdale","AZ","3.5","Low"
"226","true","Gilbert","AZ","4","Medium"
"227","true","Chandler","AZ","4.5","Low"
"228","true","Gilbert","AZ","4","Medium"
"229","true","Casa Grande","AZ","4","Low"
"230","false","Phoenix","AZ","4","Low"
"231","true","Scottsdale","AZ","3.5","Low"
"232","true","Phoenix","AZ","3.5","High"
"233","true","Scottsdale","AZ","4","Medium"
"234","true","Gilbert","AZ","4.5","Low"
"235","true","Phoenix","AZ","1","Low"
"236","true","Phoenix","AZ","3","Medium"
"237","true","Phoenix","AZ","2.5","Medium"
"238","true","Phoenix","AZ","5","Low"
"239","true","Gilbert","AZ","5","Low"
"240","true","Chandler","AZ","2.5","Low"
"241","true","Phoenix","AZ","3.5","Medium"
"242","true","Phoenix","AZ","4.5","Low"
"243","true","Scottsdale","AZ","4","Low"
"244","true","Phoenix","AZ","3.5","Low"
"245","true","Anthem","AZ","3.5","Low"
"246","true","Phoenix","AZ","3","Medium"
"247","true","Phoenix","AZ","4.5","Medium"
"248","true","Scottsdale","AZ","3","Low"
"249","true","Goodyear","AZ","3","Low"
"250","true","Apache Junction","AZ","5","Low"
"251","false","Glendale","AZ","4.5","Low"
"252","true","Tempe","AZ","4.5","Low"
"253","true","Phoenix","AZ","3","Low"
"254","true","Tempe","AZ","4","Low"
"255","true","Mesa","AZ","5","Low"
"256","true","Cave Creek","AZ","4.5","Low"
"257","true","Mesa","AZ","4","Medium"
"258","true","Chandler","AZ","4.5","Low"
"259","true","Mesa","AZ","3","Medium"
"260","true","Surprise","AZ","4.5","Low"
"261","true","Phoenix","AZ","4.5","Low"
"262","true","Scottsdale","AZ","3.5","Medium"
"263","true","Glendale","AZ","3.5","Low"
"264","true","Mesa","AZ","2.5","Low"
"265","true","Surprise","AZ","3.5","Low"
"266","true","Scottsdale","AZ","4","Medium"
"267","true","Phoenix","AZ","2","Low"
"268","true","Goodyear","AZ","5","Low"
"269","true","Gilbert","AZ","4.5","Low"
"270","true","Tempe","AZ","3","Low"
"271","true","Phoenix","AZ","3","Low"
"272","true","Mesa","AZ","3.5","Low"
"273","false","Tempe","AZ","3","Low"
"274","true","Phoenix","AZ","2.5","Low"
"275","true","Phoenix","AZ","4.5","Low"
"276","false","Phoenix","AZ","2","Low"
"277","false","Glendale","AZ","4","Low"
"278","true","Gilbert","AZ","4.5","Medium"
"279","true","Surprise","AZ","3.5","Low"
"280","true","Phoenix","AZ","4.5","Low"
"281","true","Tempe","AZ","5","Low"
"282","true","Glendale","AZ","1.5","Low"
"283","false","Mesa","AZ","4","Medium"
"284","true","Fountain Hills","AZ","3.5","Low"
"285","true","Scottsdale","AZ","4","Low"
"286","true","Phoenix","AZ","3","Low"
"287","true","Tempe","AZ","2.5","Low"
"288","true","Glendale","AZ","2.5","Low"
"289","false","Phoenix","AZ","4","Low"
"290","true","Carefree","AZ","5","Low"
"291","true","Chandler","AZ","4.5","Low"
"292","true","Paradise Valley","AZ","3","Low"
"293","true","Chandler","AZ","3.5","Low"
"294","true","Scottsdale","AZ","3.5","Low"
"295","false","Mesa","AZ","3.5","Low"
"296","true","Litchfield Park","AZ","2","Low"
"297","true","Mesa","AZ","3","Low"
"298","true","Tempe","AZ","4","Low"
"299","true","Mesa","AZ","3.5","Medium"
"300","true","Paradise Valley","AZ","1","Low"
"301","true","Litchfield Park","AZ","4","Low"
"302","true","Phoenix","AZ","4","Low"
"303","true","Peoria","AZ","3.5","Low"
"304","false","Phoenix","AZ","2","Low"
"305","true","Phoenix","AZ","4","Medium"
"306","false","Phoenix","AZ","3.5","Low"
"307","true","Scottsdale","AZ","3","Low"
"308","false","Surprise","AZ","3","Low"
"309","true","Tempe","AZ","4","Low"
"310","true","Peoria","AZ","4","Medium"
"311","true","Gold Canyon","AZ","4.5","Low"
"312","true","Mesa","AZ","3.5","Low"
"313","true","Scottsdale","AZ","4.5","Low"
"314","true","Phoenix","AZ","3.5","Low"
"315","true","Tempe","AZ","5","Low"
"316","true","Scottsdale","AZ","4.5","Low"
"317","true","Phoenix","AZ","4.5","Low"
"318","true","Goodyear","AZ","4","Medium"
"319","false","Mesa","AZ","2.5","Low"
"320","true","Phoenix","AZ","2","Low"
"321","true","Scottsdale","AZ","4","Low"
"322","true","Chandler","AZ","1","Low"
"323","true","Phoenix","AZ","3.5","High"
"324","true","Phoenix","AZ","3.5","Low"
"325","true","Tempe","AZ","4","Low"
"326","true","Chandler","AZ","3","Low"
"327","true","Glendale","AZ","4.5","Low"
"328","true","Phoenix","AZ","4.5","High"
"329","true","Phoenix","AZ","3","Low"
"330","true","Scottsdale","AZ","4.5","Medium"
"331","true","Gilbert","AZ","3.5","Low"
"332","false","Phoenix","AZ","4.5","Low"
"333","false","Scottsdale","AZ","4","Low"
"334","true","Scottsdale","AZ","3.5","Low"
"335","true","Phoenix","AZ","5","Low"
"336","true","Chandler","AZ","2.5","Low"
"337","true","Avondale","AZ","4","Low"
"338","false","Queen Creek","AZ","4","Low"
"339","true","Scottsdale","AZ","3","Low"
"340","true","Phoenix","AZ","3.5","Low"
"341","true","Phoenix","AZ","3.5","Low"
"342","true","Mesa","AZ","3.5","Low"
"343","false","Phoenix","AZ","3.5","Medium"
"344","true","Phoenix","AZ","5","Low"
"345","true","Scottsdale","AZ","5","Low"
"346","true","Mesa","AZ","4.5","Low"
"347","true","Phoenix","AZ","4.5","Low"
"348","true","Phoenix","AZ","4","Medium"
"349","true","Phoenix","AZ","4","Low"
"350","true","Mesa","AZ","4","Medium"
"351","true","Scottsdale","AZ","4","Low"
"352","true","Phoenix","AZ","5","Low"
"353","true","Glendale","AZ","2","Low"
"354","true","Mesa","AZ","5","Low"
"355","true","Tempe","AZ","4","Medium"
"356","true","Scottsdale","AZ","2.5","Low"
"357","true","Mesa","AZ","4.5","Low"
"358","false","Peoria","AZ","3","Low"
"359","true","Scottsdale","AZ","5","Low"
"360","true","Scottsdale","AZ","2.5","Low"
"361","true","Gold Canyon","AZ","4","Low"
"362","true","Phoenix","AZ","4.5","Low"
"363","true","Tempe","AZ","4","Medium"
"364","true","Mesa","AZ","4","Medium"
"365","true","Scottsdale","AZ","4.5","Low"
"366","true","Phoenix","AZ","3.5","Medium"
"367","true","Mesa","AZ","4","Low"
"368","true","Tempe","AZ","4","Low"
"369","true","Chandler","AZ","2.5","Low"
"370","true","Scottsdale","AZ","5","Low"
"371","true","Tempe","AZ","3","Low"
"372","false","Phoenix","AZ","2.5","Low"
"373","true","Mesa","AZ","3.5","Low"
"374","true","Chandler","AZ","3.5","Low"
"375","true","Mesa","AZ","4.5","Low"
"376","true","Phoenix","AZ","4.5","Medium"
"377","true","Phoenix","AZ","3","Low"
"378","true","Phoenix","AZ","3","Low"
"379","true","Glendale","AZ","4","Low"
"380","true","Phoenix","AZ","3","Medium"
"381","true","Tempe","AZ","3.5","High"
"382","true","Mesa","AZ","5","Low"
"383","true","Phoenix","AZ","2","Low"
"384","true","Glendale","AZ","5","Low"
"385","true","Mesa","AZ","3","Low"
"386","true","Phoenix","AZ","4.5","Low"
"387","true","Phoenix","AZ","3.5","Medium"
"388","true","Glendale","AZ","4","Low"
"389","true","Chandler","AZ","3.5","Low"
"390","false","Phoenix","AZ","3.5","Low"
"391","true","Phoenix","AZ","4.5","Low"
"392","true","Fountain Hills","AZ","4.5","Low"
"393","true","Mesa","AZ","2","Low"
"394","true","Phoenix","AZ","4","High"
"395","true","Queen Creek","AZ","5","Low"
"396","true","Phoenix","AZ","4","Low"
"397","true","Phoenix","AZ","3.5","Low"
"398","true","Peoria","AZ","4","Low"
"399","true","Tempe","AZ","3.5","Medium"
"400","true","Scottsdale","AZ","4","Low"
"401","false","Queen Creek","AZ","4","Low"
"402","false","Phoenix","AZ","4.5","Low"
"403","true","Tempe","AZ","4","Low"
"404","true","Scottsdale","AZ","4.5","Low"
"405","true","Glendale","AZ","4","Medium"
"406","true","Chandler","AZ","2.5","Low"
"407","true","Phoenix","AZ","4","Low"
"408","true","Gilbert","AZ","5","Low"
"409","true","Phoenix","AZ","3.5","High"
"410","true","Tempe","AZ","3","Medium"
"411","false","Phoenix","AZ","3","Low"
"412","true","Surprise","AZ","3","Low"
"413","false","Glendale","AZ","3","Low"
"414","true","Phoenix","AZ","3","Medium"
"415","true","Phoenix","AZ","2.5","Low"
"416","true","Phoenix","AZ","4.5","Low"
"417","false","Phoenix","AZ","3","Low"
"418","false","Chandler","AZ","4","Low"
"419","true","Scottsdale","AZ","5","Low"
"420","true","Phoenix","AZ","4","Low"
"421","true","Chandler","AZ","4","High"
"422","true","Phoenix","AZ","1","Low"
"423","true","Phoenix","AZ","4","Low"
"424","true","Phoenix","AZ","2.5","Low"
"425","true","Phoenix","AZ","2.5","Low"
"426","true","Phoenix","AZ","4","Low"
"427","true","Phoenix","AZ","5","Low"
"428","false","Scottsdale","AZ","3.5","Medium"
"429","true","Phoenix","AZ","3.5","Medium"
"430","false","Phoenix","AZ","2","Low"
"431","false","Cave Creek","AZ","4.5","Low"
"432","true","Glendale","AZ","4","Medium"
"433","true","Scottsdale","AZ","4","Low"
"434","true","Scottsdale","AZ","2.5","Low"
"435","true","Mesa","AZ","4","Medium"
"436","true","Chandler","AZ","4.5","Low"
"437","true","Mesa","AZ","5","Low"
"438","true","Phoenix","AZ","3.5","Medium"
"439","true","Phoenix","AZ","4","Low"
"440","true","Scottsdale","AZ","4.5","Low"
"441","false","Peoria","AZ","4.5","Low"
"442","true","Chandler","AZ","2","Low"
"443","true","Chandler","AZ","4","Low"
"444","true","Phoenix","AZ","4","Low"
"445","true","Tempe","AZ","4.5","Low"
"446","true","Mesa","AZ","3","Low"
"447","true","Tempe","AZ","5","Low"
"448","true","Phoenix","AZ","3.5","Low"
"449","false","Tempe","AZ","1.5","Low"
"450","true","Mesa","AZ","4.5","Low"
"451","true","Tempe","AZ","2.5","Medium"
"452","true","Tempe","AZ","4.5","Low"
"453","true","Phoenix","AZ","5","Low"
"454","true","Phoenix","AZ","3.5","Low"
"455","true","Tempe","AZ","4","High"
"456","true","Chandler","AZ","5","Low"
"457","true","Sun Lakes","AZ","2.5","Low"
"458","true","Phoenix","AZ","4","High"
"459","true","Chandler","AZ","3","Low"
"460","true","Scottsdale","AZ","5","Low"
"461","true","Phoenix","AZ","2","Low"
"462","true","Phoenix","AZ","2","Low"
"463","true","Surprise","AZ","2.5","Low"
"464","true","Phoenix","AZ","3.5","Low"
"465","true","Phoenix","AZ","4","Low"
"466","true","Mesa","AZ","3","Low"
"467","true","Phoenix","AZ","3.5","Low"
"468","true","Youngtown","AZ","3","Low"
"469","true","Phoenix","AZ","2.5","Medium"
"470","true","Phoenix","AZ","2.5","Low"
"471","true","Mesa","AZ","3","Medium"
"472","true","Phoenix","AZ","3","Low"
"473","true","Phoenix","AZ","4","High"
"474","true","Phoenix","AZ","3","Low"
"475","false","Phoenix","AZ","3.5","Low"
"476","true","Phoenix","AZ","4.5","Low"
"477","true","Phoenix","AZ","4.5","Low"
"478","true","Tempe","AZ","4","Low"
"479","true","Scottsdale","AZ","4","Low"
"480","true","Goodyear","AZ","4","Medium"
"481","true","Gilbert","AZ","3.5","Medium"
"482","true","Tempe","AZ","4","Low"
"483","true","Wickenburg","AZ","3","Low"
"484","true","Phoenix","AZ","2","Low"
"485","true","Tempe","AZ","2","Low"
"486","true","Scottsdale","AZ","4","Medium"
"487","true","Scottsdale","AZ","3","Low"
"488","true","Phoenix","AZ","5","Low"
"489","false","Phoenix","AZ","2","Low"
"490","true","Phoenix","AZ","3","Medium"
"491","true","Wickenburg","AZ","3","Low"
"492","true","Scottsdale","AZ","4.5","Low"
"493","true","Phoenix","AZ","4","Low"
"494","false","Scottsdale","AZ","4","Medium"
"495","true","Phoenix","AZ","2.5","Low"
"496","true","Scottsdale","AZ","4","Low"
"497","true","Glendale","AZ","3.5","Medium"
"498","true","Phoenix","AZ","4.5","Medium"
"499","false","Gold Canyon","AZ","3","Low"
"500","true","Phoenix","AZ","4.5","Low"
"501","false","Mesa","AZ","4.5","Low"
"502","true","Queen Creek","AZ","4.5","Low"
"503","true","Phoenix","AZ","3.5","Low"
"504","true","Phoenix","AZ","3","Low"
"505","true","Scottsdale","AZ","3.5","Low"
"506","true","Tempe","AZ","4","Low"
"507","true","Phoenix","AZ","3.5","Medium"
"508","true","Tempe","AZ","3","Medium"
"509","true","Phoenix","AZ","3.5","Medium"
"510","true","Phoenix","AZ","3","Low"
"511","false","Tempe","AZ","5","Low"
"512","false","Chandler","AZ","4.5","Low"
"513","false","Tempe","AZ","3.5","Medium"
"514","true","Phoenix","AZ","3.5","Low"
"515","true","Glendale","AZ","5","Low"
"516","true","Phoenix","AZ","3.5","Low"
"517","true","Phoenix","AZ","3.5","Low"
"518","true","Phoenix","AZ","2.5","Low"
"519","false","Scottsdale","AZ","3.5","Low"
"520","true","Mesa","AZ","2.5","Low"
"521","true","Chandler","AZ","2.5","Low"
"522","true","Phoenix","AZ","4","Low"
"523","true","Tempe","AZ","3.5","Medium"
"524","true","Surprise","AZ","2.5","Low"
"525","true","Chandler","AZ","5","Low"
"526","false","Surprise","AZ","3.5","Medium"
"527","true","Glendale","AZ","3","Low"
"528","true","Glendale","AZ","3","Low"
"529","true","Phoenix","AZ","4.5","Medium"
"530","true","Tempe","AZ","2","Low"
"531","true","Gilbert","AZ","4","High"
"532","true","Phoenix","AZ","3.5","Medium"
"533","true","Chandler","AZ","3","Low"
"534","true","Tempe","AZ","3","Medium"
"535","true","Guadalupe","AZ","3.5","Low"
"536","true","Queen Creek","AZ","1","Low"
"537","true","Goodyear","AZ","3","Low"
"538","true","Phoenix","AZ","3","Low"
"539","false","Phoenix","AZ","3.5","Low"
"540","true","Tolleson","AZ","4.5","Low"
"541","true","Chandler","AZ","3","Low"
"542","false","Scottsdale","AZ","3.5","Low"
"543","true","Scottsdale","AZ","3.5","Medium"
"544","true","Surprise","AZ","2.5","Low"
"545","true","Mesa","AZ","4","Medium"
"546","true","Phoenix","AZ","4","High"
"547","true","Florence","AZ","4.5","Low"
"548","true","Phoenix","AZ","3.5","Low"
"549","true","Phoenix","AZ","4.5","Low"
"550","true","Scottsdale","AZ","4","Low"
"551","true","Mesa","AZ","3","Low"
"552","true","Tempe","AZ","3.5","Low"
"553","true","Phoenix","AZ","3","Medium"
"554","true","Phoenix","AZ","4","High"
"555","true","Mesa","AZ","3","Low"
"556","true","Queen Creek","AZ","4.5","Low"
"557","true","Scottsdale","AZ","3","Low"
"558","true","Phoenix","AZ","2.5","Low"
"559","true","Phoenix","AZ","2.5","Low"
"560","true","Avondale","AZ","3","Low"
"561","true","Phoenix","AZ","4","Low"
"562","true","Scottsdale","AZ","3.5","Low"
"563","false","Scottsdale","AZ","3","Low"
"564","true","Phoenix","AZ","3.5","Low"
"565","true","Phoenix","AZ","4.5","Low"
"566","true","Tempe","AZ","3.5","High"
"567","true","Phoenix","AZ","4.5","Medium"
"568","true","Glendale","AZ","4.5","Medium"
"569","true","Goodyear","AZ","4.5","Low"
"570","true","Peoria","AZ","4.5","Low"
"571","false","Phoenix","AZ","4.5","Low"
"572","true","Scottsdale","AZ","4","Low"
"573","true","Chandler","AZ","4.5","Low"
"574","true","Chandler","AZ","3","Low"
"575","true","Phoenix","AZ","4","Low"
"576","true","Scottsdale","AZ","4","Medium"
"577","true","Phoenix","AZ","3.5","Low"
"578","true","Mesa","AZ","5","Low"
"579","true","Mesa","AZ","2.5","Low"
"580","true","Chandler","AZ","5","Low"
"581","true","Tempe","AZ","3.5","Medium"
"582","true","Chandler","AZ","4","High"
"583","true","Scottsdale","AZ","3","Low"
"584","true","Scottsdale","AZ","3.5","Medium"
"585","true","Mesa","AZ","4.5","Low"
"586","true","Scottsdale","AZ","5","Low"
"587","true","Tempe","AZ","4","Medium"
"588","false","Scottsdale","AZ","4","Low"
"589","true","Scottsdale","AZ","4.5","Low"
"590","true","Scottsdale","AZ","1.5","Low"
"591","true","Goodyear","AZ","4","Low"
"592","true","Tempe","AZ","4","Low"
"593","true","Phoenix","AZ","4","Low"
"594","true","Scottsdale","AZ","4.5","Low"
"595","true","Gilbert","AZ","3.5","Medium"
"596","true","Anthem","AZ","4.5","Medium"
"597","true","Scottsdale","AZ","4","Low"
"598","true","Gilbert","AZ","4.5","Low"
"599","true","Scottsdale","AZ","5","Low"
"600","false","Scottsdale","AZ","4.5","Medium"
"601","true","Mesa","AZ","4","Low"
"602","true","Goodyear","AZ","3","Low"
"603","false","Tempe","AZ","3.5","Medium"
"604","true","Glendale","AZ","3.5","Low"
"605","true","Chandler","AZ","2.5","Medium"
"606","true","Chandler","AZ","4","Low"
"607","true","Mesa","AZ","5","Low"
"608","true","Chandler","AZ","4.5","Low"
"609","true","Phoenix","AZ","2.5","Low"
"610","true","Phoenix","AZ","5","Low"
"611","true","Phoenix","AZ","2","Low"
"612","true","Phoenix","AZ","5","Low"
"613","true","Mesa","AZ","3.5","Low"
"614","true","Phoenix","AZ","4.5","Low"
"615","true","Phoenix","AZ","4.5","Low"
"616","true","Queen Creek","AZ","5","Low"
"617","true","Gilbert","AZ","4.5","Medium"
"618","true","Phoenix","AZ","4.5","Low"
"619","true","Phoenix","AZ","5","Low"
"620","true","Gilbert","AZ","4","Low"
"621","true","Phoenix","AZ","4.5","Medium"
"622","true","Phoenix","AZ","3.5","Low"
"623","true","Scottsdale","AZ","5","Low"
"624","true","Glendale","AZ","3.5","Low"
"625","true","Phoenix","AZ","3","Low"
"626","true","Sun City","AZ","4.5","Low"
"627","true","Phoenix","AZ","3.5","Low"
"628","false","Mesa","AZ","3","Low"
"629","false","Phoenix","AZ","4","Low"
"630","true","Tempe","AZ","4","Low"
"631","false","Scottsdale","AZ","2","Low"
"632","true","Chandler","AZ","5","Low"
"633","true","Mesa","AZ","4.5","Low"
"634","true","Peoria","AZ","4","Low"
"635","true","Scottsdale","AZ","4","Low"
"636","true","Phoenix","AZ","5","Low"
