"compliment_id","user_id","number_of_compliments"
"1","10167","Medium"
"1","10175","Uber"
"1","10178","Low"
"1","10183","Low"
"1","10205","High"
"1","10217","Low"
"1","10268","Low"
"1","10271","Low"
"1","10287","Low"
"1","10336","Low"
"1","10339","Low"
"1","10361","Uber"
"1","10368","Low"
"1","10385","Medium"
"1","10420","Low"
"1","10429","Low"
"1","10441","Low"
"1","10452","Uber"
"1","10469","Low"
"1","10483","Low"
"1","10487","Low"
"1","10492","Low"
"1","10493","Low"
"1","10499","Low"
"1","10538","Low"
"1","10544","Low"
"1","10549","Low"
"1","10556","Medium"
"1","10565","Low"
"1","10612","High"
"1","10632","Low"
"1","10641","Low"
"1","10650","Low"
"1","10670","Low"
"1","10684","Low"
"1","10690","Low"
"1","10718","Uber"
"1","10735","Low"
"1","10748","Low"
"1","10749","Low"
"1","10786","Low"
"1","10807","Low"
"1","10814","Low"
"1","10819","Low"
"1","10831","Low"
"1","10834","Low"
"1","10849","Low"
"1","10851","Low"
"1","10857","Low"
"1","10862","Low"
"1","10880","Low"
"1","10882","Low"
"1","10883","Low"
"1","10914","Low"
"1","10915","Low"
"1","10926","Low"
"1","10993","Low"
"1","10994","Low"
"1","11002","Low"
"1","11021","Medium"
"1","11077","Low"
"1","11079","Low"
"1","11080","Low"
"1","11086","Medium"
"1","11089","Low"
"1","11138","Low"
"1","11151","Uber"
"1","11182","Medium"
"1","11216","Low"
"1","11225","Low"
"1","11229","Low"
"1","11241","Low"
"1","11273","Low"
"1","11363","Low"
"1","11374","Uber"
"1","11377","Low"
"1","11426","Low"
"1","11429","Low"
"1","11441","High"
"1","11450","Low"
"1","11469","Low"
"1","11493","Low"
"1","11507","Low"
"1","11515","Low"
"1","11543","Low"
"1","11549","Low"
"1","11572","Low"
"1","11627","Low"
"1","11631","Low"
"1","11642","High"
"1","11646","Medium"
"1","11665","Low"
"1","11668","Low"
"1","11692","Low"
"1","11720","Low"
"1","11752","Low"
"1","11807","Low"
"1","11825","Low"
"1","11837","High"
"1","11850","Low"
"1","11877","Low"
"1","11895","Low"
"1","11916","Low"
"1","11920","Low"
"1","11954","Low"
"1","11959","Low"
"1","11960","Low"
"1","11975","Low"
"1","11980","Low"
"1","11990","Low"
"1","11998","Low"
"1","12012","Low"
"1","12019","Low"
"1","12047","Low"
"1","12051","Low"
"1","12055","Medium"
"1","12106","Low"
"1","12108","Low"
"1","12122","Low"
"1","12131","Low"
"1","12134","Low"
"1","12188","Low"
"1","12206","Low"
"1","12208","Low"
"1","12223","Low"
"1","12240","Low"
"1","12246","Low"
"1","12270","Low"
"1","12274","Low"
"1","12301","Low"
"1","12313","Low"
"1","12316","Low"
"1","12317","Low"
"1","12338","Low"
"1","12366","Low"
"1","12384","Low"
"1","12434","Low"
"1","12450","Low"
"1","12462","Low"
"1","12475","Low"
"1","12490","Low"
"1","12508","Medium"
"1","12521","Low"
"1","12534","Low"
"1","12542","Low"
"1","12549","High"
"1","12553","Low"
"1","12560","Low"
"1","12564","Low"
"1","12581","Medium"
"1","12592","Low"
"1","12601","Low"
"1","12603","Uber"
"1","12612","Low"
"1","12623","Low"
"1","12625","High"
"1","12651","Uber"
"1","12658","Low"
"1","12659","Medium"
"1","12662","Low"
"1","12690","Low"
"1","12704","Low"
"1","12705","Low"
"1","12725","Low"
"1","12728","Low"
"1","12735","Low"
"1","12748","Medium"
"1","12800","Low"
"1","12809","Low"
"1","12844","Low"
"1","12868","Low"
"1","12870","Low"
"1","12875","Medium"
"1","12876","Medium"
"1","12883","Low"
"1","12891","Low"
"1","12894","Low"
"1","12899","Low"
"1","12905","Low"
"1","12926","Low"
"1","12975","Medium"
"1","12976","Low"
"1","12982","Low"
"1","13016","Low"
"1","13032","Low"
"1","13054","Low"
"1","13071","Medium"
"1","13090","Low"
"1","13101","Low"
"1","13107","Low"
"1","13131","Low"
"1","13144","Low"
"1","13150","Low"
"1","13164","Low"
"1","13166","Low"
"1","13198","Low"
"1","13200","Low"
"1","13228","Low"
"1","13229","Low"
"1","13233","Low"
"1","13251","Low"
"1","13255","Low"
"1","13272","Low"
"1","13274","Low"
"1","13327","Low"
"1","13350","Low"
"1","13361","Low"
"1","13404","Low"
"1","13411","Low"
"1","13414","Low"
"1","13423","Low"
"1","13431","Low"
"1","13444","Low"
"1","13449","Low"
"1","13489","Low"
"1","13503","Low"
"1","13508","Low"
"1","13509","Low"
"1","13511","Medium"
"1","13515","Medium"
"1","13557","Low"
"1","13561","Low"
"1","13562","Low"
"1","13588","Low"
"1","13590","Low"
"1","13619","Low"
"1","13635","Low"
"1","13650","Low"
"1","13652","Medium"
"1","13656","Low"
"1","13670","Low"
"1","13676","High"
"1","13743","Low"
"1","13747","Low"
"1","13759","Low"
"1","13766","Low"
"1","13776","Low"
"1","13789","Low"
"1","13806","Low"
"1","13807","Low"
"1","13816","Low"
"1","13818","Low"
"1","13830","Low"
"1","13836","Low"
"1","13842","Low"
"1","13847","Low"
"1","13851","Low"
"1","13875","Low"
"1","13893","Low"
"1","13905","Low"
"1","13924","Low"
"1","13932","Low"
"1","13935","Low"
"1","13937","Low"
"1","13959","Low"
"1","13961","Low"
"1","13962","Low"
"1","13971","Low"
"1","13974","Low"
"1","13980","Low"
"1","13994","Low"
"1","14043","High"
"1","14061","Low"
"1","14068","Low"
"1","14084","Low"
"1","14089","Low"
"1","14090","Low"
"1","14099","Low"
"1","14101","Low"
"1","14113","Medium"
"1","14125","Low"
"1","14142","Low"
"1","14147","Medium"
"1","14150","Medium"
"1","14159","Low"
"1","14166","Low"
"1","14178","Low"
"1","14181","Low"
"1","14199","Low"
"1","14231","Uber"
"1","14238","Low"
"1","14260","Low"
"1","14274","Low"
"1","14283","Low"
"1","14295","Medium"
"1","14312","Low"
"1","14320","Low"
"1","14325","Low"
"1","14330","Low"
"1","14337","Low"
"1","14342","Low"
"1","14346","Low"
"1","14349","Low"
"1","14355","Low"
"1","14364","Low"
"1","14384","Medium"
"1","14416","Low"
"1","14426","Low"
"1","14431","Low"
"1","14440","Low"
"1","14454","Low"
"1","14463","Low"
"1","14470","Low"
"1","14474","Low"
"1","14476","Low"
"1","14491","Low"
"1","14493","Low"
"1","14540","Medium"
"1","14561","Low"
"1","14568","Medium"
"1","14569","Low"
"1","14586","Low"
"1","14595","Low"
"1","14606","Low"
"1","14610","Low"
"1","14614","Low"
"1","14618","Low"
"1","14621","Low"
"1","14623","Low"
"1","14653","Low"
"1","14662","Low"
"1","14669","Low"
"1","14675","Low"
"1","14706","Low"
"1","14715","Low"
"1","14730","Low"
"1","14737","Low"
"1","14739","Medium"
"1","14750","Low"
"1","14777","Low"
"1","14778","Low"
"1","14793","Low"
"1","14795","Low"
"1","14804","Low"
"1","14808","Medium"
"1","14823","Low"
"1","14826","Low"
"1","14828","Low"
"1","14832","Low"
"1","14836","Low"
"1","14860","Low"
"1","14865","Low"
"1","14905","Low"
"1","14911","Low"
"1","14912","Low"
"1","14931","Low"
"1","14941","Low"
"1","14999","Low"
"1","15016","Low"
"1","15028","Low"
"1","15031","Low"
"1","15034","Low"
"1","15064","Low"
"1","15073","Low"
"1","15083","Low"
"1","15085","Low"
"1","15089","Low"
"1","15102","Low"
"1","15127","Medium"
"1","15128","Low"
"1","15134","Low"
"1","15136","High"
"1","15142","Low"
"1","15159","Low"
"1","15169","Low"
"1","15177","Low"
"1","15189","Low"
"1","15202","Low"
"1","15222","Low"
"1","15246","Low"
"1","15269","Low"
"1","15291","Low"
"1","15294","Medium"
"1","15306","Low"
"1","15307","Low"
"1","15316","Low"
"1","15321","High"
"1","15329","Low"
"1","15333","Low"
"1","15335","Low"
"1","15349","Low"
"1","15376","High"
"1","15386","Low"
"1","15391","Low"
"1","15394","Low"
"1","15446","Low"
"1","15448","Medium"
"1","15462","Low"
"1","15470","Low"
"1","15476","Low"
"1","15480","Medium"
"1","15482","Uber"
"1","15494","High"
"1","15504","Low"
"1","15511","Low"
"1","15521","Medium"
"1","15534","Low"
"1","15537","Medium"
"1","15539","Uber"
"1","15564","Medium"
"1","15590","Low"
"1","15612","Low"
"1","15616","Low"
"1","15621","Low"
"1","15630","Low"
"1","15685","Low"
"1","15695","Low"
"1","15710","Low"
"1","15719","Low"
"1","15721","Low"
"1","15725","Low"
"1","15734","Low"
"1","15743","Low"
"1","15747","Medium"
"1","15771","Low"
"1","15772","Low"
"1","15781","Low"
"1","15802","Low"
"1","15822","Low"
"1","15830","Low"
"1","15840","Low"
"1","15844","Low"
"1","15845","Low"
"1","15852","Low"
"1","15868","High"
"1","15889","High"
"1","15890","Low"
"1","15894","High"
"1","15898","Low"
"1","15927","Low"
"1","15935","Low"
"1","15954","Low"
"1","15955","Low"
"1","15967","Low"
"1","15969","Low"
"1","15977","Low"
"1","15980","Low"
"1","15986","Low"
"1","15993","Low"
"1","16005","Low"
"1","16014","Low"
"1","16035","Low"
"1","16036","Low"
"1","16043","Low"
"1","16044","Medium"
"1","16046","Low"
"1","16066","Medium"
"1","16078","Low"
"1","16086","Medium"
"1","16093","Low"
"1","16107","Low"
"1","16109","Low"
"1","16120","Low"
"1","16131","Low"
"1","16132","Low"
"1","16138","Low"
"1","16177","Low"
"1","16185","Low"
"1","16190","Medium"
"1","16191","High"
"1","16233","Low"
"1","16246","Low"
"1","16291","Low"
"1","16368","Low"
"1","16377","Low"
"1","16385","Low"
"1","16402","Low"
"1","16403","Low"
"1","16420","High"
"1","16428","Medium"
"1","16473","Low"
"1","16489","Medium"
"1","16492","Low"
"1","16550","Medium"
"1","16564","Low"
"1","16573","High"
"1","16574","Low"
"1","16577","Medium"
"1","16578","Low"
"1","16581","Medium"
"1","16588","Low"
"1","16596","Low"
"1","16614","High"
"1","16621","Low"
"1","16626","Low"
"1","16633","Low"
"1","16641","Low"
"1","16649","Low"
"1","16708","Low"
"1","16711","Medium"
"1","16736","Low"
"1","16749","Low"
"1","16764","Low"
"1","16798","Low"
"1","16810","Medium"
"1","16817","Low"
"1","16834","Medium"
"1","16850","Low"
"1","16852","Low"
"1","16857","Low"
"1","16866","Uber"
"1","16874","Low"
"1","16884","Low"
"1","16885","Low"
"1","16892","Low"
"1","16906","Low"
"1","16914","Low"
"1","16965","Low"
"1","16971","Low"
"1","16979","Low"
"1","16980","Low"
"1","16991","Low"
"1","17000","Low"
"1","17008","Low"
"1","17020","Low"
"1","17025","Low"
"1","17049","Low"
"1","17064","Medium"
"1","17074","Low"
"1","17083","Low"
"1","17091","High"
"1","17097","Low"
"1","17126","Low"
"1","17140","Low"
"1","17142","Low"
"1","17167","Low"
"1","17170","Low"
"1","17180","Low"
"1","17189","Low"
"1","17191","Medium"
"1","17207","Low"
"1","17210","Low"
"1","17213","Low"
"1","17227","Low"
"1","17254","Low"
"1","17265","Low"
"1","17269","Low"
"1","17318","Low"
"1","17359","Low"
"1","17361","Low"
"1","17366","High"
"1","17382","Low"
"1","17403","Medium"
"1","17405","Low"
"1","17436","Low"
"1","17440","Low"
"1","17476","Low"
"1","17484","Low"
"1","17494","Low"
"1","17503","Low"
"1","17506","Low"
"1","17515","Low"
"1","17519","Low"
"1","17566","Low"
"1","17568","Low"
"1","17574","Low"
"1","17599","Low"
"1","17631","Low"
"1","17637","Low"
"1","17687","Low"
"1","17712","Low"
"1","17720","Medium"
"1","17726","Low"
"1","17731","Low"
"1","17759","Medium"
"1","17768","Low"
"1","17773","Low"
"1","17778","Low"
"1","17793","Low"
"1","17838","Low"
"1","17846","Low"
"1","17863","Low"
"1","17869","Low"
"1","17951","Medium"
"1","17959","Low"
"1","17965","Low"
"1","17971","Low"
"1","17993","Medium"
"1","18014","Low"
"1","18029","Low"
"1","18039","Low"
"1","18040","Low"
"1","18044","Medium"
"1","18060","Low"
"1","18066","Low"
"1","18069","Medium"
"1","18071","Medium"
"1","18075","Low"
"1","18103","Low"
"1","18130","Low"
"1","18131","Low"
"1","18167","Low"
"1","18185","Low"
"1","18189","Low"
"1","18194","Low"
"1","18197","Low"
"1","18220","Low"
"1","18221","Low"
"1","18256","Low"
"1","18268","Low"
"1","18276","Low"
"1","18279","Medium"
"1","18291","Low"
"1","18299","Low"
"1","18304","Low"
"1","18316","Low"
"1","18319","Medium"
"1","18339","Low"
"1","18349","Low"
"1","18364","Low"
"1","18365","Low"
"1","18370","Low"
"1","18385","Low"
"1","18386","Low"
"1","18403","Low"
"1","18410","Medium"
"1","18451","Low"
"1","18456","Low"
"1","18460","Low"
"1","18466","High"
"1","18482","Low"
"1","18505","Low"
"1","18507","Low"
"1","18510","Low"
"1","18518","Low"
"1","18556","Low"
"1","18562","Low"
"1","18568","Low"
"1","18577","Low"
"1","18598","Low"
"1","18604","Low"
"1","18607","Low"
"1","18608","Low"
"1","18625","Medium"
"1","18696","Low"
