"business_id","user_id","likes","tip_length"
"24","28377","0","Medium"
"24","28805","0","Medium"
"24","28995","0","Medium"
"24","29939","0","Short"
"24","30055","0","Medium"
"24","30121","0","Short"
"24","30232","0","Medium"
"24","31348","0","Short"
"24","32688","0","Medium"
"24","33548","0","Medium"
"24","33888","0","Short"
"24","36633","0","Medium"
"24","37610","0","Long"
"24","37872","0","Short"
"24","38016","0","Short"
"24","39164","0","Medium"
"24","40022","0","Short"
"24","40096","0","Medium"
"24","40635","0","Short"
"24","43078","0","Medium"
"24","43167","0","Medium"
"24","43346","0","Medium"
"24","45795","0","Medium"
"24","46099","0","Medium"
"24","46547","0","Medium"
"24","46549","0","Medium"
"24","47801","0","Medium"
"24","48163","0","Medium"
"24","48953","0","Short"
"24","49420","0","Medium"
"24","53404","0","Medium"
"24","55653","0","Medium"
"24","55989","0","Medium"
"24","56131","0","Medium"
"24","56669","0","Medium"
"24","57771","0","Medium"
"24","59033","0","Medium"
"24","60022","0","Short"
"24","60211","0","Medium"
"24","60251","0","Long"
"24","62704","0","Medium"
"24","63157","0","Medium"
"24","63251","0","Short"
"24","64892","0","Medium"
"24","64917","0","Medium"
"24","65204","0","Medium"
"24","66678","0","Short"
"24","67361","0","Medium"
"24","68149","0","Medium"
"24","69323","0","Medium"
"24","69340","0","Short"
"24","69413","0","Medium"
"25","16927","0","Medium"
"25","37343","0","Short"
"26","1089","0","Long"
"26","9031","0","Medium"
"28","3720","0","Medium"
"29","34027","0","Medium"
"29","55683","0","Medium"
"30","61931","0","Short"
"32","10958","0","Short"
"32","23909","0","Medium"
"32","47708","0","Medium"
"32","51715","0","Long"
"32","53896","0","Medium"
"32","56050","0","Medium"
"32","68665","0","Medium"
"32","70681","0","Medium"
"33","12324","0","Medium"
"33","52236","0","Medium"
"33","54667","0","Medium"
"33","64715","0","Medium"
"33","66156","0","Short"
"35","30925","0","Medium"
"35","58720","0","Short"
"35","60871","0","Short"
"36","14716","0","Medium"
"36","17268","0","Long"
"36","20757","0","Medium"
"36","26767","0","Medium"
"36","27513","0","Medium"
"36","27621","0","Long"
"36","31720","0","Short"
"36","38321","0","Short"
"36","38966","0","Medium"
"36","39314","0","Medium"
"36","42513","0","Medium"
"36","42837","0","Medium"
"36","43972","0","Medium"
"36","50022","0","Short"
"36","58764","0","Medium"
"36","66684","0","Medium"
"36","67758","0","Medium"
"36","68284","0","Medium"
"36","69660","0","Medium"
"37","6133","0","Medium"
"37","8314","0","Medium"
"37","15829","1","Medium"
"37","49695","0","Medium"
"38","6326","0","Medium"
"39","26525","0","Short"
"39","58942","0","Medium"
"40","23321","0","Long"
"40","39990","0","Short"
"40","52236","0","Medium"
"40","56379","0","Medium"
"43","56536","0","Medium"
"44","25876","0","Medium"
"44","48444","0","Medium"
"44","54421","0","Medium"
"44","54761","0","Medium"
"44","70280","0","Medium"
"45","23427","0","Medium"
"45","57125","0","Medium"
"46","12450","0","Short"
"46","14084","0","Medium"
"46","46179","0","Medium"
"46","46830","0","Short"
"46","48666","0","Medium"
"46","70484","0","Medium"
"48","1927","0","Short"
"48","1939","0","Medium"
"48","42039","0","Medium"
"48","66155","0","Long"
"48","69045","0","Medium"
"49","46675","0","Medium"
"49","65299","0","Medium"
"50","40994","0","Medium"
"50","47930","0","Long"
"52","58579","0","Medium"
"53","897","0","Medium"
"53","1416","0","Medium"
"53","2571","0","Medium"
"53","6834","0","Short"
"53","7652","0","Short"
"53","8289","0","Medium"
"53","9237","0","Medium"
"53","11965","0","Short"
"53","13680","0","Short"
"53","14731","0","Short"
"53","15719","0","Short"
"53","15866","0","Medium"
"53","16737","0","Short"
"53","20420","0","Medium"
"53","20626","0","Medium"
"53","20665","0","Short"
"53","25308","0","Medium"
"53","25366","0","Medium"
"53","26470","0","Short"
"53","27588","0","Medium"
"53","30370","0","Medium"
"53","34353","0","Medium"
"53","34806","0","Medium"
"53","37520","0","Short"
"53","38591","0","Medium"
"53","41372","0","Medium"
"53","43498","0","Short"
"53","44079","0","Short"
"53","44866","0","Medium"
"53","45791","0","Short"
"53","46789","0","Short"
"53","48476","0","Medium"
"53","48814","0","Long"
"53","51152","0","Medium"
"53","59761","0","Medium"
"53","61250","0","Medium"
"53","64472","0","Long"
"53","67361","0","Medium"
"53","67989","0","Short"
"53","69226","0","Medium"
"54","37902","0","Short"
"54","39661","0","Short"
"54","58123","0","Medium"
"54","61481","0","Short"
"56","4422","0","Medium"
"56","5203","0","Medium"
"56","6322","0","Medium"
"56","7090","0","Medium"
"56","7095","0","Medium"
"56","8412","0","Medium"
"56","9278","0","Medium"
"56","9918","0","Long"
"56","10332","0","Medium"
"56","10857","0","Medium"
"56","11540","0","Medium"
"56","13225","0","Medium"
"56","14260","0","Medium"
"56","18251","0","Long"
"56","21301","0","Medium"
"56","21925","0","Medium"
"56","23355","0","Medium"
"56","25085","0","Medium"
"56","26467","0","Medium"
"56","28492","0","Medium"
"56","28895","0","Medium"
"56","29851","0","Medium"
"56","29931","0","Short"
"56","30121","0","Medium"
"56","30816","0","Medium"
"56","30991","0","Medium"
"56","31179","0","Medium"
"56","31690","0","Medium"
"56","32116","0","Medium"
"56","33810","0","Medium"
"56","34007","0","Medium"
"56","35608","0","Medium"
"56","37185","0","Medium"
"56","37695","0","Medium"
"56","39933","0","Medium"
"56","40374","0","Medium"
"56","41266","0","Medium"
"56","41324","0","Medium"
"56","41593","0","Medium"
"56","42781","0","Medium"
"56","43481","0","Medium"
"56","45733","0","Medium"
"56","49749","0","Long"
"56","50031","0","Medium"
"56","50928","0","Short"
"56","51188","0","Medium"
"56","51658","0","Medium"
"56","53830","0","Medium"
"56","54575","0","Medium"
"56","55836","0","Medium"
"56","56064","0","Medium"
"56","57084","0","Short"
"56","58942","0","Short"
"56","58974","0","Medium"
"56","60020","0","Medium"
"56","62599","0","Medium"
"56","62800","0","Medium"
"56","63182","0","Long"
"56","63449","0","Short"
"56","63833","0","Medium"
"56","65400","0","Short"
"56","65472","0","Medium"
"56","69323","0","Medium"
"57","17526","0","Medium"
"57","48091","0","Long"
"57","66426","0","Medium"
"59","22202","0","Short"
"59","28235","0","Medium"
"59","39264","0","Medium"
"59","42519","0","Medium"
"59","67826","0","Medium"
"60","26480","0","Short"
"61","8412","0","Medium"
"61","9345","0","Short"
"61","13650","0","Medium"
"61","14125","0","Medium"
"61","20872","0","Medium"
"61","22404","0","Medium"
"61","23427","0","Medium"
"61","31193","0","Short"
"61","53830","0","Long"
"61","70378","0","Medium"
"62","16711","0","Short"
"62","55105","0","Medium"
"63","3417","0","Medium"
"63","9063","0","Medium"
"63","9939","0","Medium"
"63","10368","0","Medium"
"63","15128","0","Medium"
"63","23550","0","Medium"
"63","26525","0","Medium"
"63","31348","0","Medium"
"63","41266","0","Medium"
"63","43431","0","Short"
"63","43544","1","Medium"
"63","44462","0","Medium"
"63","45143","0","Medium"
"63","49065","0","Medium"
"63","49117","1","Medium"
"63","51888","0","Medium"
"63","58874","0","Medium"
"63","62852","0","Short"
"63","68091","0","Medium"
"63","69127","0","Medium"
"64","788","0","Medium"
"64","1265","0","Medium"
"64","2468","0","Medium"
"64","6857","0","Medium"
"64","8579","0","Medium"
"64","10368","0","Medium"
"64","11160","0","Medium"
"64","13862","0","Short"
"64","15704","0","Medium"
"64","17150","0","Medium"
"64","17935","0","Short"
"64","23866","0","Medium"
"64","24265","0","Short"
"64","24663","0","Medium"
"64","25237","0","Short"
"64","25839","0","Medium"
"64","26660","0","Long"
"64","26767","0","Medium"
"64","28702","0","Short"
"64","29569","0","Medium"
"64","30355","0","Medium"
"64","30806","0","Medium"
"64","30834","0","Medium"
"64","35082","0","Medium"
"64","35304","0","Medium"
"64","36755","0","Medium"
"64","39924","0","Medium"
"64","40760","0","Medium"
"64","42796","0","Medium"
"64","44794","0","Medium"
"64","45793","0","Medium"
"64","49689","0","Medium"
"64","50899","0","Medium"
"64","53033","0","Medium"
"64","53896","0","Short"
"64","54342","0","Medium"
"64","57494","0","Medium"
"64","57628","0","Medium"
"64","59167","0","Medium"
"64","59261","0","Medium"
"64","62049","0","Medium"
"64","62579","0","Medium"
"64","62800","0","Medium"
"64","66575","0","Medium"
"64","67203","0","Medium"
"64","67974","0","Medium"
"64","69242","0","Short"
"67","3354","0","Short"
"69","45820","0","Short"
"69","59424","0","Medium"
"70","66305","0","Medium"
"71","38388","0","Short"
"72","4366","0","Medium"
"72","10493","0","Medium"
"72","30232","0","Medium"
"72","58673","0","Medium"
"74","1305","0","Medium"
"74","1587","0","Medium"
"74","3971","0","Medium"
"74","19300","0","Medium"
"74","27924","0","Medium"
"74","32521","0","Medium"
"74","42508","0","Medium"
"74","63395","0","Short"
"74","64655","0","Medium"
"75","3172","0","Short"
"75","6388","0","Medium"
"75","12325","0","Medium"
"75","18510","0","Medium"
"75","22666","0","Medium"
"75","26586","0","Medium"
"75","33438","0","Medium"
"75","36398","0","Medium"
"75","38382","0","Medium"
"75","50151","0","Medium"
"75","54761","0","Short"
"77","8932","0","Short"
"77","15510","0","Short"
"77","21215","0","Short"
"78","4085","0","Medium"
"78","9306","0","Medium"
"78","12484","0","Short"
"78","60573","0","Medium"
"81","20003","0","Short"
"83","1587","0","Long"
"83","2210","0","Medium"
"83","4131","0","Medium"
"83","6377","0","Medium"
"83","14403","0","Medium"
"83","26432","0","Medium"
"83","55683","0","Medium"
"83","56517","0","Medium"
"83","58186","0","Medium"
"83","58619","0","Medium"
"83","59341","0","Medium"
"83","60615","0","Long"
"83","62236","0","Medium"
"83","66223","0","Medium"
"83","66948","0","Long"
"84","3417","0","Medium"
"84","4085","0","Long"
"84","7536","0","Medium"
"84","8676","0","Short"
"84","9048","0","Medium"
"84","11612","0","Medium"
"84","11965","0","Short"
"84","12484","0","Short"
"84","12891","0","Medium"
"84","12996","0","Medium"
"84","13101","0","Medium"
"84","13343","0","Medium"
"84","15457","0","Short"
"84","16718","0","Short"
"84","17896","0","Medium"
"84","18856","0","Medium"
"84","22337","0","Medium"
"84","22599","0","Short"
"84","22743","1","Medium"
"84","23425","0","Long"
"84","26867","0","Medium"
"84","27230","0","Medium"
"84","27872","0","Medium"
"84","29097","0","Short"
"84","29257","0","Medium"
"84","29747","0","Short"
"84","30579","1","Medium"
"84","30675","0","Long"
"84","31650","0","Medium"
"84","31651","0","Short"
"84","32318","0","Medium"
"84","32740","0","Medium"
"84","34148","0","Medium"
"84","35001","0","Medium"
"84","35900","0","Medium"
"84","36830","0","Short"
"84","37720","0","Medium"
"84","38163","0","Short"
"84","38586","0","Short"
"84","38590","0","Medium"
"84","39148","0","Medium"
"84","39177","0","Short"
"84","39933","0","Medium"
"84","40131","0","Medium"
"84","40363","0","Medium"
"84","40636","0","Medium"
"84","41791","0","Medium"
"84","44955","0","Medium"
"84","46243","0","Medium"
"84","46313","0","Medium"
"84","47047","0","Medium"
"84","47878","0","Medium"
"84","48433","0","Medium"
"84","49117","0","Medium"
"84","53033","0","Medium"
"84","55383","0","Short"
"84","55708","0","Medium"
"84","56854","0","Long"
"84","57664","0","Medium"
"84","57753","0","Short"
"84","57991","0","Short"
"84","58274","0","Medium"
"84","58895","0","Short"
"84","59207","0","Medium"
"84","59976","0","Medium"
"84","60067","0","Medium"
"84","60562","0","Short"
"84","61592","0","Medium"
"84","62811","0","Medium"
"84","63712","0","Medium"
"84","64115","0","Medium"
"84","64652","0","Medium"
"84","65002","0","Medium"
"84","66034","0","Short"
"84","66165","0","Medium"
"84","66200","0","Medium"
"84","66305","0","Medium"
"84","66705","0","Medium"
"84","67989","0","Medium"
"84","68516","0","Medium"
"84","69154","0","Medium"
"84","69778","0","Medium"
"84","69802","0","Medium"
"84","70392","0","Short"
"86","22202","0","Medium"
"86","54761","0","Medium"
"87","20003","0","Medium"
"87","23005","0","Medium"
"87","23196","0","Medium"
"87","23230","0","Medium"
"87","41927","0","Medium"
"87","64959","0","Medium"
"90","24827","0","Medium"
"90","39148","0","Medium"
"90","40026","0","Medium"
"90","61661","0","Medium"
"91","16190","0","Medium"
"91","55642","0","Medium"
"92","18510","0","Medium"
"93","8932","0","Short"
"93","12324","0","Medium"
"93","26858","0","Medium"
"93","33810","0","Medium"
"93","58502","0","Medium"
"93","62691","0","Medium"
"94","1265","0","Medium"
"94","4422","0","Medium"
"94","15126","0","Short"
"94","17717","0","Medium"
"94","20765","0","Medium"
"94","35007","0","Medium"
"94","44623","0","Short"
"94","46486","0","Medium"
"94","51703","0","Medium"
"95","423","0","Medium"
"95","5510","0","Short"
"95","7784","0","Medium"
"95","8909","0","Medium"
"95","9463","0","Medium"
"95","12352","0","Medium"
"95","13064","0","Short"
"95","14310","0","Short"
"95","19337","0","Medium"
"95","20208","0","Medium"
"95","24535","0","Medium"
"95","25098","0","Short"
"95","26370","0","Medium"
"95","29484","0","Medium"
"95","29910","0","Medium"
"95","32225","0","Medium"
"95","32999","0","Medium"
"95","35222","0","Short"
"95","35781","0","Short"
"95","37560","0","Short"
"95","39269","0","Short"
"95","40533","0","Short"
"95","40534","0","Short"
"95","43077","0","Medium"
"95","44343","0","Medium"
"95","45711","0","Medium"
"95","51674","0","Medium"
"95","55099","0","Medium"
"95","61385","0","Medium"
"95","68233","0","Medium"
"95","69439","0","Medium"
"96","6376","0","Short"
"96","20469","0","Medium"
"97","35882","0","Medium"
"97","43492","0","Medium"
"97","58619","0","Long"
"98","1607","0","Medium"
"98","2275","0","Short"
"98","2548","0","Medium"
"98","2700","0","Medium"
"98","5205","0","Medium"
"98","5215","0","Medium"
"98","6133","0","Medium"
"98","6322","0","Short"
"98","8932","0","Short"
"98","12052","0","Short"
"98","12579","0","Short"
"98","13317","0","Short"
"98","13350","0","Short"
"98","15414","0","Long"
"98","18802","0","Medium"
"98","20469","0","Medium"
"98","21402","0","Short"
"98","21469","0","Short"
"98","23615","0","Long"
"98","24349","0","Short"
"98","24667","0","Short"
"98","27797","0","Short"
"98","28895","0","Short"
"98","30113","0","Medium"
"98","34230","0","Short"
"98","35390","0","Short"
"98","35641","0","Short"
"98","35661","0","Short"
"98","35969","0","Medium"
"98","40022","0","Medium"
"98","42190","0","Short"
"98","44623","0","Short"
"98","45143","0","Medium"
"98","45621","0","Medium"
"98","46974","0","Medium"
"98","47067","0","Medium"
"98","48953","0","Short"
"98","49434","0","Long"
"98","49799","0","Short"
"98","51509","0","Medium"
"98","51984","0","Medium"
"98","52119","0","Short"
"98","52252","0","Medium"
"98","53076","0","Medium"
"98","53269","0","Medium"
"98","53390","0","Medium"
"98","53735","0","Long"
"98","54374","0","Short"
"98","54734","0","Medium"
"98","55834","0","Medium"
"98","56064","0","Medium"
"98","57753","0","Medium"
"98","59827","0","Medium"
"98","60464","0","Medium"
"98","60864","0","Medium"
"98","61001","0","Medium"
"98","61636","0","Medium"
"98","66426","0","Medium"
"98","67911","0","Medium"
"98","69479","0","Medium"
"99","44305","0","Short"
"100","4625","0","Medium"
"100","4633","0","Medium"
"100","16426","0","Medium"
"100","19933","0","Medium"
"100","22455","0","Medium"
"100","38797","0","Medium"
"100","42693","0","Medium"
"100","62331","0","Medium"
"100","63342","0","Medium"
"102","680","0","Short"
"102","26214","0","Short"
"102","36516","0","Medium"
"102","41080","0","Medium"
"102","42399","0","Short"
"102","45304","0","Medium"
"102","59180","0","Short"
"102","59702","0","Medium"
"102","65853","0","Medium"
"102","69112","0","Medium"
"103","1284","0","Long"
"103","1286","0","Medium"
"103","1582","0","Medium"
"103","1986","0","Medium"
"103","3696","0","Medium"
"103","4785","0","Medium"
"103","5453","0","Medium"
"103","6086","0","Short"
"103","6927","0","Short"
"103","9558","0","Medium"
"103","9896","0","Medium"
"103","14845","0","Medium"
"103","18530","0","Medium"
"103","18771","0","Medium"
"103","19487","0","Long"
"103","21218","0","Medium"
"103","22743","0","Short"
"103","23399","0","Medium"
"103","23524","0","Medium"
"103","23988","0","Medium"
"103","25243","0","Short"
"103","25410","0","Medium"
"103","26161","0","Medium"
"103","26229","0","Medium"
"103","30095","0","Short"
"103","30232","0","Medium"
"103","31140","0","Medium"
"103","31571","0","Medium"
"103","33909","0","Medium"
"103","35390","0","Short"
"103","36731","0","Medium"
"103","38319","0","Long"
"103","39151","0","Medium"
"103","39475","0","Medium"
"103","39879","0","Medium"
"103","40026","0","Short"
"103","40281","0","Medium"
"103","40689","0","Medium"
"103","41186","0","Medium"
"103","41562","0","Long"
"103","42781","0","Medium"
"103","44346","0","Medium"
"103","45569","0","Medium"
"103","46211","0","Short"
"103","46272","0","Medium"
"103","47952","0","Medium"
"103","48412","0","Medium"
"103","49616","0","Medium"
"103","50112","0","Medium"
"103","50794","0","Medium"
"103","51178","0","Medium"
"103","51703","0","Medium"
"103","53456","0","Medium"
"103","54234","0","Short"
"103","55685","0","Medium"
"103","56720","0","Medium"
"103","57349","0","Medium"
"103","57972","0","Medium"
"103","61049","0","Medium"
"103","63025","0","Long"
"103","63642","0","Short"
"103","63781","0","Medium"
"103","64125","0","Medium"
"103","64426","0","Medium"
"103","66973","0","Medium"
"103","67591","0","Short"
"103","67889","0","Long"
"103","68735","0","Short"
"105","1535","0","Medium"
"105","1587","0","Medium"
"105","23196","0","Short"
"105","27872","0","Long"
"105","33800","0","Medium"
"105","36920","0","Medium"
"105","38324","0","Medium"
"105","39658","0","Medium"
"105","40259","0","Medium"
"105","41857","0","Long"
"105","59240","0","Medium"
"105","62361","0","Medium"
"105","64715","0","Medium"
"105","65084","0","Medium"
"105","66368","0","Medium"
"105","67026","0","Medium"
"105","69183","0","Medium"
"108","2548","0","Short"
"108","4366","0","Short"
"108","12333","0","Short"
"108","34370","0","Medium"
"108","62599","0","Medium"
"108","63091","0","Medium"
"108","64630","0","Medium"
"109","53012","0","Medium"
"114","47234","0","Short"
"115","38461","0","Short"
"117","30121","0","Medium"
"118","59552","0","Long"
"119","16701","0","Short"
"122","6239","0","Medium"
"122","44088","0","Short"
"122","56423","0","Short"
"123","5883","0","Medium"
"124","35601","0","Short"
"124","42781","0","Medium"
"124","47952","0","Long"
"125","10239","0","Short"
"125","17294","0","Medium"
"125","23230","0","Medium"
"125","24208","0","Short"
"125","50044","0","Medium"
"125","55683","0","Medium"
"125","55821","0","Medium"
"125","62331","0","Short"
"125","64008","0","Medium"
"125","65055","0","Medium"
"127","750","0","Medium"
"127","2693","0","Medium"
"127","8204","0","Short"
"127","8864","0","Medium"
"127","11037","0","Medium"
"127","12091","0","Medium"
"127","16175","0","Medium"
"127","20228","1","Medium"
"127","23230","0","Medium"
"127","24127","0","Medium"
"127","30675","0","Medium"
"127","32972","0","Medium"
"127","36696","0","Medium"
"127","38827","0","Medium"
"127","41266","0","Medium"
"127","41927","0","Medium"
"127","42092","0","Long"
"127","43277","0","Medium"
"127","43431","0","Short"
"127","48720","0","Medium"
"127","52579","0","Medium"
"127","58546","0","Medium"
"127","59412","0","Medium"
"127","59625","0","Short"
"127","60756","0","Long"
"127","65048","0","Medium"
"127","68127","0","Medium"
"127","69112","0","Medium"
"127","70628","0","Medium"
"128","4004","0","Medium"
"128","32490","0","Medium"
"128","61327","0","Medium"
"130","975","0","Medium"
"130","5817","0","Short"
"130","7774","0","Medium"
"130","12181","0","Medium"
"130","14703","0","Medium"
"130","26586","0","Medium"
"130","53937","0","Medium"
"130","55337","0","Medium"
"130","66914","0","Medium"
"131","16347","0","Medium"
"131","17126","0","Medium"
"131","21854","0","Medium"
"131","34148","0","Medium"
"131","44451","0","Medium"
"131","54747","0","Medium"
"131","56169","0","Medium"
"131","69354","0","Medium"
"132","24093","0","Medium"
"132","26525","0","Short"
"132","41080","0","Medium"
"132","55642","0","Short"
"132","68233","0","Short"
"133","750","0","Long"
"133","2548","0","Short"
"133","4876","0","Medium"
"133","11900","0","Medium"
"133","20928","0","Medium"
"133","23230","0","Medium"
"133","24090","0","Medium"
"133","36420","0","Medium"
"133","41038","0","Medium"
"133","47391","0","Medium"
"133","63349","0","Long"
"134","2389","0","Medium"
"134","11021","0","Medium"
"135","6133","0","Medium"
"135","18510","1","Medium"
"135","70348","0","Medium"
"136","27866","0","Medium"
"137","58764","0","Medium"
"138","12891","0","Short"
"138","14260","0","Medium"
"138","20626","0","Medium"
"138","34695","0","Medium"
"138","46974","0","Short"
"138","63250","0","Medium"
"139","895","0","Medium"
"139","3972","0","Short"
"139","10681","0","Medium"
"139","10882","0","Medium"
"139","14231","0","Medium"
"139","14622","0","Short"
"139","27306","0","Medium"
"139","42300","0","Medium"
"139","47848","0","Short"
"139","55424","0","Medium"
"139","58143","0","Medium"
"139","60837","0","Medium"
"139","65162","0","Medium"
"140","1225","0","Medium"
"140","3899","0","Medium"
"140","8210","0","Medium"
"140","8932","0","Medium"
"140","11384","0","Long"
"140","21215","0","Short"
"140","21716","0","Medium"
"140","39309","0","Short"
"140","39807","0","Medium"
"140","43667","0","Medium"
"140","51563","0","Medium"
"140","62331","0","Short"
"142","46698","0","Short"
"142","49572","0","Medium"
"145","61815","0","Medium"
"146","57939","0","Medium"
"147","44704","0","Medium"
"150","9995","0","Medium"
"150","19962","0","Medium"
"150","23479","0","Medium"
"151","44328","0","Medium"
"152","349","0","Short"
"152","11335","0","Medium"
"152","14477","0","Medium"
"152","18197","0","Long"
"152","25773","0","Medium"
"152","28435","0","Medium"
"152","31571","0","Short"
"152","31646","0","Medium"
"152","31869","0","Medium"
"152","47131","0","Medium"
"152","53937","0","Medium"
"152","57991","0","Short"
"152","58123","0","Long"
"152","67931","0","Medium"
"153","42717","0","Short"
"153","49370","0","Medium"
"154","4316","0","Medium"
"154","69323","0","Long"
"155","25410","0","Medium"
"155","31690","0","Medium"
"155","62238","0","Medium"
"156","3478","0","Long"
"156","8747","0","Medium"
"156","12360","0","Medium"
"156","13143","0","Medium"
"156","16534","0","Medium"
"156","24208","0","Medium"
"156","26284","0","Medium"
"156","26858","0","Medium"
"156","29342","0","Medium"
"156","32590","0","Long"
"156","33740","0","Long"
"156","53246","0","Medium"
"156","58197","0","Medium"
"156","67171","0","Medium"
"157","6927","0","Medium"
"157","7753","0","Medium"
"157","38611","0","Medium"
"157","48953","0","Medium"
"158","41593","0","Short"
"158","52113","0","Short"
"160","11895","0","Medium"
"161","2389","0","Long"
"161","8475","0","Medium"
"161","8687","0","Medium"
"161","8932","0","Medium"
"161","10420","0","Medium"
"161","12450","0","Short"
"161","12919","0","Medium"
"161","21215","0","Medium"
"161","26464","0","Medium"
"161","39168","0","Medium"
"161","56064","0","Medium"
"161","56997","0","Medium"
"161","61557","0","Medium"
"161","63250","0","Medium"
"161","66755","0","Medium"
"161","68233","0","Short"
"163","464","0","Medium"
"163","6008","0","Short"
"163","18182","0","Medium"
"163","49125","0","Short"
"163","61174","0","Long"
"163","63273","0","Medium"
"164","69356","0","Medium"
"165","3585","0","Short"
"165","6322","0","Short"
"165","7212","0","Medium"
"165","14706","0","Medium"
"165","15011","0","Medium"
"165","15126","0","Medium"
"165","15387","0","Medium"
