"user_id","year_id"
"597","2011"
"597","2012"
"597","2013"
"597","2014"
"601","2011"
"601","2012"
"601","2013"
"601","2014"
"617","2011"
"617","2012"
"617","2013"
"617","2014"
"621","2012"
"659","2011"
"659","2012"
"659","2013"
"659","2014"
"664","2011"
"664","2012"
"664","2013"
"664","2014"
"669","2011"
"669","2012"
"669","2013"
"669","2014"
"697","2012"
"697","2013"
"697","2014"
"711","2009"
"711","2010"
"711","2012"
"711","2013"
"714","2010"
"714","2012"
"740","2009"
"740","2010"
"740","2011"
"766","2008"
"766","2009"
"766","2010"
"787","2007"
"787","2008"
"787","2009"
"787","2010"
"792","2012"
"792","2013"
"792","2014"
"816","2010"
"836","2012"
"836","2013"
"836","2014"
"837","2008"
"839","2008"
"839","2009"
"854","2010"
"854","2011"
"854","2012"
"855","2009"
"855","2010"
"855","2011"
"855","2012"
"855","2013"
"856","2010"
"865","2013"
"893","2011"
"893","2012"
"893","2013"
"893","2014"
"897","2012"
"897","2013"
"897","2014"
"925","2008"
"925","2009"
"925","2010"
"925","2011"
"925","2012"
"925","2013"
"925","2014"
"926","2013"
"926","2014"
"942","2011"
"942","2012"
"942","2013"
"942","2014"
"984","2012"
"1001","2009"
"1001","2010"
"1001","2011"
"1027","2011"
"1027","2012"
"1027","2013"
"1032","2011"
"1032","2012"
"1033","2012"
"1048","2007"
"1051","2013"
"1051","2014"
"1064","2013"
"1064","2014"
"1072","2009"
"1072","2010"
"1072","2011"
"1072","2012"
"1072","2013"
"1072","2014"
"1090","2007"
"1090","2008"
"1090","2009"
"1093","2013"
"1093","2014"
"1103","2009"
"1111","2010"
"1111","2011"
"1121","2005"
"1121","2006"
"1121","2007"
"1125","2008"
"1125","2009"
"1125","2010"
"1131","2013"
"1131","2014"
"1148","2011"
"1148","2012"
"1151","2010"
"1151","2011"
"1151","2012"
"1151","2013"
"1151","2014"
"1160","2012"
"1160","2013"
"1160","2014"
"1181","2009"
"1181","2010"
"1181","2013"
"1181","2014"
"1189","2012"
"1189","2013"
"1189","2014"
"1193","2010"
"1193","2011"
"1225","2011"
"1225","2012"
"1225","2013"
"1225","2014"
"1234","2008"
"1234","2009"
"1234","2010"
"1234","2011"
"1234","2012"
"1236","2013"
"1236","2014"
"1249","2012"
"1249","2013"
"1254","2013"
"1254","2014"
"1258","2010"
"1258","2011"
"1258","2012"
"1258","2013"
"1258","2014"
"1284","2008"
"1284","2009"
"1284","2010"
"1284","2011"
"1284","2012"
"1284","2013"
"1284","2014"
"1289","2012"
"1289","2013"
"1289","2014"
"1318","2007"
"1318","2008"
"1318","2009"
"1318","2010"
"1318","2011"
"1318","2012"
"1334","2010"
"1355","2010"
"1355","2011"
"1355","2012"
"1355","2013"
"1355","2014"
"1358","2009"
"1358","2010"
"1358","2011"
"1358","2012"
"1358","2013"
"1358","2014"
"1360","2012"
"1360","2013"
"1360","2014"
"1374","2011"
"1383","2010"
"1383","2011"
"1383","2012"
"1383","2013"
"1383","2014"
"1406","2010"
"1406","2011"
"1467","2012"
"1480","2009"
"1480","2010"
"1480","2011"
"1480","2012"
"1483","2011"
"1483","2012"
"1485","2012"
"1485","2013"
"1485","2014"
"1491","2013"
"1491","2014"
"1507","2009"
"1507","2010"
"1507","2011"
"1507","2012"
"1522","2013"
"1522","2014"
"1529","2011"
"1529","2012"
"1529","2013"
"1544","2013"
"1544","2014"
"1566","2013"
"1566","2014"
"1595","2011"
"1595","2012"
"1595","2013"
"1606","2008"
"1606","2009"
"1606","2010"
"1607","2007"
"1607","2008"
"1607","2009"
"1607","2010"
"1607","2011"
"1607","2012"
"1607","2013"
"1607","2014"
"1613","2009"
"1622","2009"
"1622","2010"
"1622","2011"
"1622","2012"
"1622","2013"
"1622","2014"
"1635","2010"
"1635","2011"
"1638","2010"
"1638","2011"
"1638","2012"
"1638","2013"
"1638","2014"
"1640","2009"
"1640","2010"
"1640","2011"
"1640","2012"
"1640","2013"
"1645","2006"
"1645","2007"
"1655","2007"
"1655","2008"
"1655","2009"
"1655","2010"
"1682","2012"
"1684","2008"
"1684","2009"
"1693","2010"
"1693","2011"
"1693","2012"
"1693","2013"
"1693","2014"
"1696","2013"
"1696","2014"
"1701","2011"
"1701","2012"
"1703","2013"
"1703","2014"
"1718","2010"
"1718","2011"
"1726","2011"
"1726","2012"
"1734","2008"
"1734","2009"
"1734","2010"
"1734","2011"
"1734","2012"
"1734","2013"
"1734","2014"
"1742","2009"
"1742","2010"
"1742","2011"
"1742","2012"
"1743","2009"
"1743","2010"
"1743","2011"
"1743","2012"
"1743","2013"
"1743","2014"
"1761","2010"
"1761","2011"
"1761","2012"
"1771","2010"
"1771","2011"
"1799","2011"
"1799","2012"
"1799","2013"
"1799","2014"
"1810","2006"
"1816","2012"
"1816","2013"
"1818","2008"
"1818","2009"
"1818","2010"
"1818","2011"
"1818","2012"
"1818","2013"
"1830","2012"
"1830","2013"
"1830","2014"
"1856","2010"
"1856","2011"
"1856","2012"
"1856","2013"
"1856","2014"
"1922","2009"
"1952","2008"
"1980","2005"
"1980","2006"
"1980","2007"
"1980","2008"
"1999","2010"
"1999","2011"
"2000","2012"
"2000","2013"
"2001","2010"
"2001","2011"
"2001","2012"
"2001","2013"
"2001","2014"
"2003","2013"
"2003","2014"
"2031","2012"
"2069","2010"
"2069","2011"
"2069","2012"
"2069","2013"
"2069","2014"
"2083","2012"
"2083","2013"
"2083","2014"
"2089","2013"
"2089","2014"
"2103","2010"
"2103","2011"
"2103","2012"
"2103","2013"
"2103","2014"
"2121","2013"
"2121","2014"
"2124","2012"
"2124","2013"
"2132","2007"
"2132","2008"
"2132","2009"
"2152","2012"
"2152","2013"
"2152","2014"
"2160","2011"
"2160","2012"
"2160","2013"
"2160","2014"
"2166","2011"
"2166","2012"
"2166","2013"
"2166","2014"
"2167","2006"
"2167","2007"
"2167","2008"
"2167","2010"
"2167","2011"
"2167","2012"
"2167","2013"
"2167","2014"
"2169","2009"
"2169","2010"
"2169","2011"
"2173","2009"
"2173","2010"
"2173","2011"
"2180","2010"
"2180","2011"
"2180","2012"
"2180","2013"
"2180","2014"
"2203","2009"
"2203","2011"
"2203","2012"
"2224","2012"
"2224","2013"
"2236","2012"
"2236","2013"
"2236","2014"
"2257","2012"
"2257","2013"
"2278","2009"
"2278","2010"
"2278","2011"
"2278","2012"
"2278","2013"
"2278","2014"
"2290","2010"
"2290","2011"
"2290","2012"
"2290","2013"
"2290","2014"
"2313","2014"
"2318","2006"
"2318","2007"
"2318","2009"
"2318","2010"
"2339","2006"
"2339","2007"
"2339","2008"
"2339","2009"
"2340","2009"
"2340","2010"
"2340","2011"
"2340","2012"
"2347","2012"
"2347","2013"
"2347","2014"
"2389","2010"
"2389","2011"
"2389","2012"
"2389","2013"
"2389","2014"
"2394","2012"
"2394","2013"
"2394","2014"
"2419","2008"
"2419","2009"
"2425","2012"
"2425","2013"
"2428","2006"
"2439","2012"
"2439","2013"
"2439","2014"
"2466","2011"
"2466","2012"
"2466","2013"
"2474","2009"
"2474","2010"
"2474","2011"
"2474","2012"
"2474","2013"
"2474","2014"
"2491","2012"
"2491","2013"
"2491","2014"
"2494","2011"
"2494","2012"
"2494","2013"
"2494","2014"
"2497","2012"
"2497","2013"
"2497","2014"
"2514","2008"
"2514","2009"
"2514","2010"
"2514","2011"
"2514","2012"
"2524","2013"
"2524","2014"
"2538","2011"
"2557","2010"
"2557","2011"
"2569","2007"
"2569","2009"
"2569","2010"
"2569","2011"
"2569","2012"
"2569","2013"
"2569","2014"
"2570","2011"
"2570","2012"
"2577","2008"
"2577","2009"
"2577","2010"
"2577","2011"
"2577","2012"
"2577","2013"
"2577","2014"
"2580","2012"
"2580","2013"
"2580","2014"
"2587","2013"
"2587","2014"
"2605","2010"
"2605","2011"
"2609","2011"
"2609","2012"
"2609","2013"
"2609","2014"
"2621","2012"
"2621","2013"
"2621","2014"
"2672","2012"
"2672","2013"
"2684","2013"
"2684","2014"
"2700","2009"
"2700","2010"
"2700","2011"
"2700","2012"
"2700","2013"
"2715","2011"
"2715","2012"
"2715","2013"
"2715","2014"
"2724","2011"
"2724","2012"
"2724","2013"
"2724","2014"
"2726","2013"
"2726","2014"
"2734","2009"
"2734","2010"
"2734","2011"
"2734","2012"
"2742","2010"
"2742","2011"
"2742","2012"
"2742","2013"
"2742","2014"
"2756","2009"
"2767","2009"
"2767","2010"
"2767","2011"
"2767","2012"
"2767","2013"
"2767","2014"
"2768","2010"
"2768","2011"
"2768","2012"
"2768","2013"
"2768","2014"
"2800","2013"
"2800","2014"
"2821","2013"
"2821","2014"
"2848","2011"
"2848","2012"
"2848","2013"
"2848","2014"
"2859","2012"
"2859","2013"
"2859","2014"
"2862","2011"
"2862","2012"
"2862","2013"
"2862","2014"
"2869","2009"
"2874","2008"
"2874","2009"
"2886","2013"
"2886","2014"
"2894","2011"
"2894","2012"
"2894","2013"
"2894","2014"
"2895","2012"
"2895","2013"
"2895","2014"
"2904","2011"
"2904","2012"
"2904","2013"
"2904","2014"
"2908","2009"
"2926","2010"
"2926","2011"
"2926","2012"
"2931","2012"
"2997","2011"
"2997","2012"
"2997","2013"
"2997","2014"
"3003","2009"
"3003","2010"
"3003","2011"
"3003","2012"
"3003","2013"
"3003","2014"
"3010","2008"
"3010","2009"
"3010","2010"
"3010","2011"
"3010","2012"
"3010","2013"
"3010","2014"
"3011","2009"
"3011","2010"
"3011","2011"
"3011","2012"
"3011","2013"
"3011","2014"
"3013","2011"
"3013","2012"
"3013","2013"
"3013","2014"
"3023","2011"
"3023","2012"
"3023","2013"
"3023","2014"
"3037","2010"
"3037","2011"
"3046","2011"
"3046","2012"
"3046","2013"
"3046","2014"
"3060","2011"
"3060","2012"
"3060","2013"
"3082","2013"
"3082","2014"
"3083","2009"
"3083","2010"
"3083","2011"
"3091","2012"
"3091","2013"
"3091","2014"
"3112","2010"
"3112","2011"
"3112","2012"
"3112","2013"
"3154","2008"
"3154","2009"
"3154","2011"
"3171","2009"
"3171","2010"
"3171","2011"
"3182","2011"
"3182","2012"
"3216","2009"
"3216","2010"
"3216","2011"
"3216","2012"
"3216","2013"
"3216","2014"
"3239","2012"
"3239","2013"
"3239","2014"
"3311","2012"
"3311","2013"
"3311","2014"
"3325","2012"
"3325","2013"
"3325","2014"
"3328","2010"
"3328","2011"
"3375","2008"
"3375","2009"
"3375","2010"
"3375","2011"
"3375","2012"
"3375","2013"
"3382","2007"
"3382","2008"
"3385","2013"
"3385","2014"
"3402","2012"
"3402","2013"
"3402","2014"
"3417","2011"
"3417","2012"
"3454","2011"
"3454","2012"
"3454","2013"
"3454","2014"
"3483","2010"
"3483","2011"
"3490","2013"
"3490","2014"
"3516","2007"
"3530","2008"
"3530","2009"
"3530","2010"
"3530","2011"
"3530","2012"
"3530","2013"
"3530","2014"
"3546","2008"
"3546","2009"
"3546","2010"
"3546","2011"
"3546","2012"
"3546","2013"
"3546","2014"
"3548","2009"
"3548","2010"
"3548","2011"
"3548","2012"
"3548","2013"
"3548","2014"
"3561","2010"
"3561","2011"
"3561","2012"
"3561","2013"
"3561","2014"
"3569","2013"
"3569","2014"
"3608","2011"
"3608","2012"
"3620","2013"
"3620","2014"
"3622","2010"
"3622","2012"
"3622","2013"
"3663","2011"
"3663","2012"
"3663","2013"
"3663","2014"
"3665","2011"
"3665","2012"
"3665","2013"
"3665","2014"
"3667","2012"
"3667","2013"
"3667","2014"
"3670","2012"
"3670","2013"
"3683","2009"
"3683","2010"
"3683","2011"
"3683","2012"
"3683","2013"
"3683","2014"
"3703","2013"
"3703","2014"
"3719","2012"
"3719","2013"
"3726","2009"
"3726","2010"
"3726","2011"
"3726","2012"
"3726","2013"
"3726","2014"
"3744","2010"
"3744","2011"
"3744","2012"
"3757","2013"
"3757","2014"
"3789","2010"
"3789","2011"
"3789","2012"
"3789","2013"
"3789","2014"
"3809","2010"
"3809","2011"
"3809","2012"
"3809","2013"
"3812","2010"
"3812","2011"
"3812","2012"
"3812","2013"
"3815","2008"
"3815","2009"
"3815","2010"
"3815","2011"
"3815","2012"
"3816","2011"
"3827","2011"
"3827","2012"
"3850","2007"
"3850","2008"
"3850","2009"
"3850","2010"
"3857","2008"
"3857","2009"
"3857","2010"
"3857","2011"
"3857","2012"
"3857","2013"
"3857","2014"
"3859","2009"
"3859","2010"
"3859","2011"
"3859","2012"
"3859","2013"
"3859","2014"
"3875","2011"
"3875","2012"
"3875","2013"
"3875","2014"
"3890","2010"
"3890","2012"
"3890","2013"
"3897","2009"
"3903","2010"
"3903","2011"
"3903","2012"
"3903","2013"
"3903","2014"
"3922","2009"
"3922","2010"
"3932","2010"
"3932","2011"
"3932","2012"
"3932","2013"
"3932","2014"
"3966","2010"
"3972","2012"
"3972","2013"
"3977","2006"
"3977","2007"
"3977","2008"
"3977","2009"
"3977","2010"
"3977","2011"
"3977","2012"
"4004","2008"
"4004","2009"
"4004","2010"
"4004","2011"
"4004","2012"
"4026","2010"
"4026","2011"
"4026","2012"
"4056","2008"
"4056","2009"
"4056","2010"
"4057","2012"
"4057","2013"
"4057","2014"
"4081","2011"
"4081","2012"
"4083","2008"
"4083","2009"
"4083","2010"
"4083","2011"
"4083","2012"
"4083","2013"
"4083","2014"
"4087","2011"
"4087","2012"
"4087","2013"
"4087","2014"
"4095","2010"
"4095","2011"
"4095","2012"
"4119","2006"
"4119","2007"
"4119","2008"
"4119","2009"
"4119","2010"
"4119","2011"
"4119","2012"
"4125","2012"
"4125","2013"
"4125","2014"
"4126","2011"
"4126","2012"
"4126","2013"
"4126","2014"
"4128","2011"
"4128","2012"
"4128","2013"
"4128","2014"
"4150","2008"
"4150","2009"
"4150","2010"
"4150","2011"
"4150","2012"
"4150","2013"
"4163","2011"
"4163","2012"
"4163","2013"
"4168","2009"
"4168","2010"
"4168","2011"
"4168","2012"
"4168","2013"
"4168","2014"
"4184","2011"
"4210","2009"
"4210","2010"
"4210","2011"
"4210","2012"
"4210","2013"
"4210","2014"
"4248","2014"
"4285","2010"
"4285","2011"
"4300","2011"
"4300","2012"
"4300","2013"
"4300","2014"
"4378","2010"
"4378","2011"
"4378","2012"
"4378","2013"
"4378","2014"
"4406","2007"
"4406","2008"
"4406","2009"
"4408","2010"
"4408","2011"
"4422","2011"
"4422","2012"
"4422","2013"
"4422","2014"
"4424","2012"
"4424","2013"
"4437","2013"
"4438","2012"
"4438","2013"
"4438","2014"
"4458","2010"
"4463","2011"
"4463","2012"
"4463","2013"
"4463","2014"
"4498","2008"
"4498","2009"
"4498","2010"
"4498","2011"
"4498","2012"
"4498","2013"
"4498","2014"
"4499","2007"
"4499","2008"
"4521","2008"
"4521","2009"
"4551","2012"
"4551","2013"
"4551","2014"
"4565","2010"
"4565","2011"
"4623","2007"
"4623","2008"
"4623","2009"
"4624","2013"
"4624","2014"
"4625","2012"
"4625","2013"
"4625","2014"
"4645","2012"
"4645","2013"
"4645","2014"
"4659","2012"
"4659","2013"
"4674","2011"
"4674","2012"
"4702","2013"
"4702","2014"
"4707","2008"
"4707","2009"
"4707","2010"
"4707","2011"
"4707","2012"
"4707","2013"
"4707","2014"
"4710","2012"
"4710","2013"
"4710","2014"
"4723","2008"
"4723","2009"
"4723","2010"
"4723","2011"
"4723","2012"
"4723","2013"
"4723","2014"
"4732","2012"
"4732","2013"
"4732","2014"
"4746","2007"
"4746","2008"
"4746","2009"
"4746","2010"
"4746","2011"
"4746","2013"
"4746","2014"
"4752","2011"
"4752","2012"
"4780","2011"
"4811","2010"
"4811","2011"
"4811","2012"
"4811","2013"
"4811","2014"
"4838","2008"
"4838","2009"
"4838","2010"
"4838","2011"
"4838","2012"
"4845","2008"
"4845","2009"
"4845","2010"
"4845","2011"
"4845","2012"
"4845","2013"
"4845","2014"
"4861","2010"
"4861","2011"
"4861","2012"
"4861","2013"
"4861","2014"
"4877","2008"
"4877","2009"
"4877","2010"
"4879","2008"
"4879","2009"
"4879","2010"
"4879","2011"
"4883","2012"
"4892","2011"
"4892","2012"
"4901","2007"
"4901","2008"
"4901","2009"
"4902","2010"
"4902","2011"
"4902","2012"
"4902","2013"
"4902","2014"
"4906","2012"
"4906","2013"
"4906","2014"
"4944","2009"
"4944","2010"
"4944","2011"
"4944","2012"
"4944","2013"
"4944","2014"
"4976","2009"
"4976","2010"
"4976","2011"
"4979","2010"
"4979","2011"
"5005","2012"
"5005","2013"
"5005","2014"
"5006","2010"
"5006","2011"
"5006","2012"
"5006","2013"
"5083","2011"
"5083","2012"
"5083","2013"
"5083","2014"
"5086","2011"
"5086","2012"
"5086","2013"
"5086","2014"
"5088","2009"
"5101","2010"
"5101","2011"
"5101","2012"
"5101","2013"
"5101","2014"
"5117","2009"
"5117","2010"
"5117","2011"
"5138","2013"
"5139","2010"
"5141","2013"
"5159","2008"
"5159","2009"
"5159","2010"
"5159","2012"
"5159","2013"
"5159","2014"
"5207","2007"
"5207","2008"
"5207","2009"
"5207","2010"
"5207","2011"
"5207","2012"
"5216","2008"
"5216","2009"
"5216","2010"
"5216","2011"
"5216","2012"
"5216","2013"
"5216","2014"
"5220","2013"
"5220","2014"
"5240","2010"
"5246","2012"
"5246","2013"
"5250","2009"
"5250","2010"
"5252","2010"
"5252","2011"
"5252","2012"
"5252","2013"
"5281","2009"
"5281","2010"
"5281","2011"
"5281","2012"
"5281","2013"
"5281","2014"
"5311","2012"
"5311","2013"
"5311","2014"
"5319","2011"
"5330","2010"
"5330","2011"
"5330","2012"
"5332","2010"
"5332","2011"
"5332","2012"
"5332","2013"
"5332","2014"
"5369","2010"
"5369","2011"
"5369","2012"
"5369","2013"
"5369","2014"
"5378","2010"
"5378","2011"
"5378","2012"
"5378","2013"
"5403","2014"
"5454","2008"
"5454","2009"
"5454","2010"
"5454","2011"
"5454","2012"
"5454","2013"
"5454","2014"
"5465","2007"
"5465","2008"
"5465","2009"
"5465","2010"
"5465","2011"
"5465","2012"
"5465","2013"
"5465","2014"
"5508","2007"
"5508","2008"
"5508","2009"
"5508","2010"
"5508","2011"
"5508","2012"
"5508","2013"
"5518","2013"
"5518","2014"
"5519","2010"
"5519","2011"
"5519","2012"
"5519","2013"
"5519","2014"
"5631","2012"
"5631","2013"
"5631","2014"
"5648","2009"
"5648","2010"
"5653","2012"
"5653","2013"
"5653","2014"
"5669","2009"
"5669","2010"
"5676","2013"
"5676","2014"
"5701","2009"
"5701","2010"
"5701","2011"
"5701","2012"
"5714","2006"
"5714","2007"
"5714","2008"
"5714","2009"
"5714","2010"
"5715","2008"
"5715","2009"
"5715","2010"
"5715","2011"
"5715","2012"
"5718","2011"
"5722","2013"
"5722","2014"
"5741","2013"
"5741","2014"
"5756","2009"
"5756","2012"
"5761","2009"
"5761","2010"
"5761","2011"
"5761","2012"
"5761","2013"
"5780","2010"
"5780","2011"
"5780","2012"
"5815","2010"
"5815","2011"
"5815","2012"
"5815","2013"
"5815","2014"
"5817","2009"
"5817","2010"
"5817","2011"
"5817","2012"
"5817","2013"
"5817","2014"
"5822","2009"
"5834","2011"
"5834","2012"
"5834","2013"
"5834","2014"
"5846","2010"
"5846","2011"
"5846","2012"
"5846","2013"
"5846","2014"
"5858","2012"
"5887","2012"
"5897","2012"
"5897","2013"
"5900","2012"
"5908","2008"
"5909","2006"
"5909","2007"
"5909","2008"
"5909","2013"
"5909","2014"
"5915","2013"
"5915","2014"
"5939","2013"
"5939","2014"
"5944","2008"
"5944","2009"
"5944","2010"
"5951","2010"
"5951","2011"
"5951","2012"
"5951","2013"
"5955","2009"
"5985","2010"
"5985","2011"
"5985","2012"
"5985","2013"
"5985","2014"
"5992","2012"
"5992","2013"
"6005","2012"
"6012","2007"
"6012","2008"
"6012","2009"
"6012","2010"
"6012","2011"
"6012","2012"
"6012","2013"
"6012","2014"
"6019","2005"
"6019","2006"
"6019","2007"
"6019","2008"
"6027","2009"
"6027","2010"
"6027","2011"
"6027","2012"
"6027","2013"
"6027","2014"
"6036","2013"
"6036","2014"
"6115","2012"
"6115","2013"
"6115","2014"
"6133","2010"
"6133","2011"
"6133","2012"
"6133","2013"
"6133","2014"
"6136","2010"
"6136","2011"
"6136","2012"
"6136","2013"
"6136","2014"
"6139","2010"
"6139","2011"
"6170","2006"
"6170","2007"
"6189","2009"
"6189","2010"
"6189","2011"
"6189","2012"
"6189","2013"
"6189","2014"
"6196","2012"
"6196","2013"
"6196","2014"
"6214","2006"
"6214","2007"
"6214","2008"
"6214","2009"
"6214","2010"
"6214","2011"
"6215","2010"
"6215","2011"
"6215","2012"
"6215","2013"
"6237","2010"
"6237","2011"
"6237","2012"
"6239","2010"
"6239","2011"
"6239","2013"
"6239","2014"
"6247","2011"
"6247","2012"
"6247","2013"
"6247","2014"
"6265","2013"
"6265","2014"
"6279","2012"
"6279","2013"
"6279","2014"
"6310","2007"
"6310","2008"
"6310","2009"
"6310","2010"
"6322","2008"
"6322","2009"
"6322","2010"
"6322","2011"
"6322","2012"
"6326","2013"
"6326","2014"
"6396","2008"
"6396","2009"
"6396","2010"
"6396","2011"
"6396","2012"
"6406","2011"
"6406","2012"
"6406","2013"
"6406","2014"
"6410","2008"
"6410","2009"
"6410","2010"
"6410","2011"
"6410","2012"
"6410","2013"
"6410","2014"
"6420","2011"
"6465","2008"
"6471","2008"
"6471","2009"
"6471","2010"
"6471","2011"
"6471","2012"
"6477","2014"
"6498","2007"
"6498","2008"
"6498","2009"
"6498","2010"
"6498","2011"
"6510","2010"
"6510","2011"
"6510","2012"
"6510","2013"
"6510","2014"
"6532","2009"
"6532","2010"
"6532","2011"
"6568","2011"
"6568","2012"
"6568","2013"
"6568","2014"
"6575","2006"
"6575","2007"
"6575","2008"
"6575","2009"
"6575","2010"
"6575","2011"
"6575","2012"
"6575","2013"
"6575","2014"
"6590","2011"
"6590","2012"
"6626","2014"
"6629","2010"
"6629","2011"
"6629","2012"
"6629","2013"
"6629","2014"
"6650","2012"
"6650","2013"
"6650","2014"
"6663","2009"
"6663","2010"
"6663","2011"
"6663","2012"
"6663","2013"
"6663","2014"
"6708","2010"
"6708","2011"
"6708","2012"
"6708","2013"
"6708","2014"
"6740","2009"
"6759","2012"
"6759","2013"
"6759","2014"
"6767","2010"
"6767","2011"
"6767","2012"
"6788","2011"
"6788","2012"
"6788","2013"
"6788","2014"
"6789","2010"
"6789","2011"
"6790","2013"
"6790","2014"
"6818","2012"
"6818","2013"
"6818","2014"
"6834","2012"
"6834","2013"
"6834","2014"
"6843","2008"
"6843","2009"
"6851","2008"
"6851","2009"
"6851","2010"
"6851","2011"
"6851","2012"
"6851","2013"
"6884","2011"
"6884","2012"
"6884","2013"
"6884","2014"
"6919","2011"
"6919","2012"
"6919","2013"
"6943","2012"
"6943","2013"
"6943","2014"
"6944","2011"
"6944","2012"
"6947","2012"
"6947","2013"
"6977","2013"
"6977","2014"
"6979","2012"
"6979","2013"
"6993","2011"
"6993","2012"
"6993","2013"
"7009","2007"
"7011","2013"
"7011","2014"
"7013","2010"
"7013","2011"
"7013","2012"
"7013","2013"
"7013","2014"
"7034","2012"
"7034","2013"
"7034","2014"
"7046","2013"
"7046","2014"
"7056","2013"
"7056","2014"
"7102","2010"
"7102","2011"
"7109","2012"
"7109","2013"
"7116","2011"
"7116","2012"
"7125","2008"
"7125","2010"
"7125","2011"
"7125","2012"
"7125","2013"
"7125","2014"
"7148","2009"
"7148","2010"
"7148","2011"
"7148","2012"
"7148","2013"
"7148","2014"
"7171","2013"
"7171","2014"
"7172","2009"
"7172","2010"
"7172","2011"
"7172","2012"
"7172","2013"
"7172","2014"
"7212","2012"
"7212","2013"
"7237","2010"
"7237","2011"
"7237","2012"
"7237","2013"
"7237","2014"
"7256","2010"
"7256","2011"
"7256","2012"
"7256","2013"
"7270","2013"
"7270","2014"
"7279","2010"
"7279","2011"
"7279","2012"
"7279","2013"
"7279","2014"
"7299","2012"
"7299","2013"
"7299","2014"
"7303","2010"
"7303","2011"
"7303","2012"
"7308","2011"
"7308","2012"
"7308","2013"
"7308","2014"
"7321","2008"
"7321","2009"
"7321","2010"
"7325","2009"
"7325","2010"
"7325","2011"
"7325","2012"
"7325","2013"
"7325","2014"
"7330","2013"
"7330","2014"
"7340","2008"
"7340","2009"
"7340","2010"
"7341","2010"
"7341","2011"
"7341","2012"
"7341","2013"
"7341","2014"
"7347","2009"
"7347","2010"
"7347","2011"
"7347","2012"
"7347","2013"
"7347","2014"
"7353","2006"
"7353","2007"
"7362","2013"
"7373","2006"
"7373","2007"
"7373","2008"
"7373","2009"
"7373","2010"
"7373","2011"
"7373","2012"
"7373","2013"
"7373","2014"
"7378","2012"
"7386","2014"
"7476","2012"
"7485","2009"
"7485","2010"
"7485","2011"
"7489","2009"
"7489","2010"
"7494","2013"
"7494","2014"
"7505","2011"
"7510","2010"
"7510","2011"
"7510","2012"
"7510","2013"
"7510","2014"
"7568","2012"
"7568","2013"
"7568","2014"
"7572","2013"
"7572","2014"
"7575","2008"
"7575","2009"
"7575","2010"
"7575","2011"
"7575","2012"
"7575","2013"
"7575","2014"
"7586","2009"
"7586","2010"
"7586","2011"
"7586","2012"
"7586","2013"
"7594","2012"
"7594","2013"
"7594","2014"
"7609","2010"
"7609","2011"
"7609","2012"
"7609","2013"
"7609","2014"
"7614","2012"
"7614","2013"
"7614","2014"
"7645","2013"
"7645","2014"
"7652","2009"
"7652","2010"
"7664","2011"
"7664","2012"
"7664","2013"
"7664","2014"
"7707","2007"
"7707","2008"
"7707","2009"
"7707","2010"
"7708","2012"
"7708","2013"
"7708","2014"
"7715","2012"
"7737","2008"
"7737","2009"
"7737","2010"
"7737","2011"
"7737","2012"
"7747","2012"
"7747","2013"
"7747","2014"
"7752","2010"
"7752","2011"
"7752","2012"
"7752","2013"
"7752","2014"
