user_id,user_yelping_since_year,user_average_stars,user_votes_funny,user_votes_useful,user_votes_cool,user_fans
263,2014,1,0,0,0,0
264,2012,3.5,7,18,0,0
265,2013,5,4,4,0,0
266,2012,5,0,8,0,0
267,2011,5,3,8,3,0
268,2010,4.5,4,96,1,0
269,2013,2,0,6,0,0
270,2010,4,6,4,6,0
271,2010,4,4,47,7,0
272,2012,3,0,0,0,0
273,2009,4,359,1813,131,9
274,2007,4,157,154,157,50
275,2011,2.5,8,6,9,2
276,2010,4,62,24,6,0
277,2008,3,77,318,76,0
278,2013,3,1,8,0,0
279,2011,4.5,8,5,4,0
280,2007,4,333,993,1293,61
281,2010,4,0,7,0,0
282,2011,4.5,7,96,3,8
283,2009,3.5,1740,1357,528,80
284,2011,4,2,88,2,0
285,2009,4,6,0,0,0
286,2010,3,6,4,1,0
287,2010,3,0,8,0,0
288,2010,3.5,0,3,0,0
289,2012,1,0,0,0,0
290,2010,3.5,0,5,0,0
291,2012,4,0,1,3,0
292,2010,3.5,3,3,8,0
293,2010,4,4,65,2,0
294,2012,5,0,2,0,0
295,2006,4,405,949,232,8
296,2012,1,0,1,0,0
297,2012,3.5,5,3,5,0
298,2009,4.5,2,79,7,0
299,2009,4,27,33,82,0
300,2013,5,0,0,0,0
301,2011,4,9,57,7,9
302,2012,3.5,6,7,3,0
303,2013,4,4,1,7,0
304,2012,3,0,0,0,0
305,2011,3.5,97,147,64,0
306,2010,5,0,0,0,0
307,2012,4,4,4,0,0
308,2010,4,0,7,9,0
309,2007,4,5,52,9,0
310,2012,2.5,0,9,0,0
311,2010,4.5,1,3,7,5
312,2013,1,8,2,7,0
313,2010,4.5,5,37,8,2
314,2013,2,0,1,0,0
315,2010,4,459,241,342,99
316,2012,4,7,8,0,0
317,2008,4,188,1121,537,1
318,2012,3,6,0,0,0
319,2010,4,20,147,70,7
320,2011,3,4,88,3,0
321,2012,5,0,0,0,0
322,2010,5,0,0,0,0
323,2010,4,128,2466,1964,8
324,2012,5,0,7,5,0
325,2010,3.5,53,497,490,6
326,2011,3.5,31,74,4,0
327,2006,4,399,1282,2213,25
328,2013,2,0,0,0,0
329,2011,4,0,0,0,0
330,2010,3.5,8,88,5,0
331,2011,5,4,7,4,0
332,2012,4.5,0,7,0,0
333,2010,4,5,3,2,8
334,2013,5,0,0,0,0
335,2011,4,0,3,3,7
336,2011,4.5,8,7,8,0
337,2011,5,0,3,0,0
338,2009,3.5,89,60,5,0
339,2013,5,0,6,0,0
340,2013,1,0,0,0,0
341,2006,4,60,166,95,3
342,2010,4.5,0,9,3,0
343,2013,5,0,0,0,0
344,2010,5,0,0,0,0
345,2011,3,1,4,5,0
346,2011,4,3,2,9,0
347,2012,4.5,0,6,3,0
348,2008,4.5,0,7,9,0
349,2011,4,305,2389,131,2
350,2011,4,4,74,9,8
351,2013,3.5,7,3,2,0
352,2007,4,1063,1197,993,69
353,2013,5,5,2,2,0
354,2012,2.5,0,7,0,0
355,2009,3,0,7,5,0
356,2011,4,189,1440,967,3
357,2011,3,7,23,6,0
358,2009,4,1697,2071,1681,6
359,2010,3.5,2,8,7,0
360,2009,4,0,9,3,0
361,2008,4,9,377,4,0
362,2010,4,1,60,9,2
363,2010,3.5,53,138,27,0
364,2012,4,5,23,1,0
365,2009,3.5,2,9,9,0
366,2011,4,6,9,9,2
367,2008,3.5,13,449,12,8
368,2011,4.5,5,73,82,7
369,2012,3,0,1,3,0
370,2008,3,9,76,24,9
371,2013,3,0,4,0,0
372,2009,3,23,459,56,5
373,2007,4,37,141,47,8
374,2009,4,0,8,9,0
375,2012,5,0,3,0,0
376,2012,5,1,5,2,3
377,2011,5,1,0,0,0
378,2010,4,0,0,5,0
379,2012,1,6,8,0,0
380,2007,3.5,83,113,6,9
381,2013,4,0,0,0,0
382,2008,3.5,35,365,188,4
383,2013,5,0,6,0,0
384,2009,4.5,4,5,7,0
385,2011,3.5,1,1,1,0
386,2012,5,8,4,0,0
387,2012,5,0,0,0,0
388,2013,3.5,0,1,0,0
389,2012,4,4,50,3,0
390,2009,3.5,1425,2369,899,93
391,2010,2,0,8,7,0
392,2012,2.5,0,1,0,1
393,2010,5,0,1,0,0
394,2011,1,2,21,4,0
395,2009,2.5,5,8,8,0
396,2012,4,0,5,1,0
397,2011,4,5,5,4,1
398,2013,5,0,0,0,0
399,2009,3,0,0,0,0
400,2010,4.5,48,442,38,4
401,2013,1,0,5,0,0
402,2013,3.5,9,45,9,0
403,2013,5,0,1,0,0
404,2011,5,0,0,0,0
405,2012,1,0,3,0,0
406,2009,4,8,246,11,0
407,2009,4,1423,1931,2085,5
408,2007,3,88,136,92,6
409,2010,4,8,2,7,0
410,2008,4,222,329,341,6
411,2010,3.5,1,28,5,3
412,2010,3.5,3,39,2,0
413,2010,1,0,8,0,0
414,2013,3.5,0,3,0,0
415,2011,3,1,1,0,0
416,2011,3,0,0,0,0
417,2009,3.5,25,76,27,9
418,2011,3.5,4,14,3,0
419,2008,3.5,6,86,4,0
420,2013,1,8,2,0,0
421,2010,4.5,0,4,0,3
422,2013,5,0,2,0,0
423,2010,4,0,2,0,0
424,2008,3.5,0,16,8,0
425,2011,4,5,40,7,0
426,2011,4,26,488,75,0
427,2007,4.5,7,3,5,0
428,2012,4.5,1,245,95,6
429,2013,3,0,6,0,0
430,2012,3.5,7,6,0,0
431,2013,2,9,3,5,0
432,2010,2,4,282,1,0
433,2013,2.5,0,0,0,0
434,2011,5,0,0,0,0
435,2012,2.5,2,2,4,0
436,2013,4,0,8,2,0
437,2011,1.5,0,5,0,9
438,2011,3.5,0,6,0,0
439,2012,3,8,7,9,8
440,2011,5,1,68,3,6
441,2013,5,6,8,0,0
442,2011,3.5,300,1466,104,1
443,2013,1,0,0,0,0
444,2008,3.5,3,335,49,0
445,2010,4,14,267,23,4
446,2013,3,0,0,0,0
447,2010,4,9,46,7,0
448,2011,5,5,6,1,0
449,2013,3.5,0,9,0,0
450,2012,1,7,7,0,0
451,2010,4,7,6,3,0
452,2012,5,0,3,0,0
453,2013,5,0,0,0,0
454,2011,5,8,0,5,0
455,2011,4,0,7,6,0
456,2010,4,5,18,9,0
457,2013,3.5,0,0,0,0
458,2008,3,56,13,53,6
459,2013,5,0,0,0,0
460,2007,3.5,6,44,5,4
461,2011,4,4,5,0,0
462,2011,3.5,2,89,4,0
463,2013,4.5,0,0,0,0
464,2012,4.5,0,6,0,0
465,2011,4,2,5,8,0
466,2011,5,0,8,0,0
467,2013,5,0,1,5,0
468,2008,4,381,251,328,6
469,2010,3.5,7,60,65,5
470,2012,3,6,9,4,7
471,2013,5,0,1,0,0
472,2010,3.5,0,8,0,0
473,2011,4.5,2,9,6,0
474,2013,4,6,9,5,0
475,2014,3,0,0,0,0
476,2012,4.5,0,7,0,0
477,2012,3.5,6,1,8,0
478,2010,3.5,2,63,2,0
479,2013,4,0,9,6,4
480,2009,3,79,12,13,6
481,2009,3,2,38,2,4
482,2009,4,1,31,4,0
483,2007,4.5,3,4,1,2
484,2013,3.5,0,8,0,0
485,2013,3.5,7,8,3,0
486,2012,5,5,0,0,0
487,2012,1,0,9,0,0
488,2013,1,0,0,0,0
489,2006,2.5,7,19,1,0
490,2010,4.5,0,7,7,0
491,2012,1,2,7,4,0
492,2010,4,4,1,0,0
493,2011,4,0,6,5,0
494,2011,5,9,45,9,0
495,2013,1,0,0,0,0
496,2009,5,0,9,0,0
497,2011,4,7,8,0,0
498,2013,5,0,0,0,0
499,2011,5,9,1,0,0
500,2011,4.5,0,5,0,0
501,2009,4,54,392,370,8
502,2009,4,114,1287,306,80
503,2007,4,7,10,23,5
504,2010,4.5,0,7,5,2
505,2010,3,2,45,5,8
506,2013,1,0,6,0,0
507,2011,5,6,7,6,0
508,2010,3.5,122,1022,479,9
509,2011,4.5,1,5,4,0
510,2009,4,422,1399,341,9
511,2009,4.5,5,97,8,0
512,2010,5,0,0,0,0
513,2009,3.5,5,27,4,0
514,2013,3.5,0,0,0,0
515,2011,1,3,8,0,0
516,2012,2.5,1,6,0,0
517,2013,4,4,3,8,0
518,2010,3.5,9,97,2,8
519,2011,3.5,365,147,68,4
520,2012,2,0,5,3,0
521,2012,4,8,9,6,0
522,2012,4,5,56,3,0
523,2010,4,5,242,93,0
524,2009,4,2,6,9,0
525,2011,5,3,5,0,9
526,2012,3.5,0,3,0,0
527,2011,4,6,49,10,9
528,2012,4.5,0,5,0,0
529,2011,5,0,1,0,0
530,2011,4.5,0,4,9,0
531,2010,4,416,448,302,9
532,2013,4.5,0,0,0,0
533,2013,4.5,0,7,8,0
534,2010,3.5,1,22,9,0
535,2010,4,102,1523,1585,11
536,2010,2,2,1,0,0
537,2009,3.5,1,70,6,2
538,2012,4,3,7,0,0
539,2010,3,0,0,0,0
540,2010,5,9,3,1,0
541,2011,4,0,7,5,0
542,2013,3.5,0,9,9,0
543,2010,4,0,1,0,0
544,2007,3.5,0,6,2,0
545,2010,4,2,37,6,0
546,2009,4,7,7,2,0
547,2013,5,0,5,0,0
548,2008,3.5,7,94,9,3
549,2012,4.5,0,8,5,0
550,2011,4.5,3,34,6,0
551,2008,3.5,59,72,58,0
552,2010,3.5,69,345,72,0
553,2011,4.5,0,7,0,0
554,2009,4,71,203,54,3
555,2012,1,6,6,7,0
556,2009,4,31,70,18,6
557,2008,4,0,9,4,0
558,2007,3.5,58,98,72,0
559,2012,5,0,0,0,0
560,2010,5,0,9,1,0
561,2012,3,6,24,6,0
562,2011,5,0,1,0,0
563,2013,5,0,0,0,0
564,2008,3,1,4,0,3
565,2011,4,0,8,2,0
566,2009,3.5,83,34,8,9
567,2012,4,7,1,9,0
568,2011,4.5,0,1,0,0
569,2012,4.5,0,2,7,5
570,2007,3.5,1519,1021,1167,46
571,2010,2.5,8,66,1,1
572,2013,3,0,7,0,0
573,2012,4.5,0,2,9,0
574,2009,4,0,2,2,0
575,2012,3,9,2,0,2
576,2005,5,9,9,0,0
577,2008,4,59,36,70,0
578,2013,5,0,0,0,0
579,2011,5,1,5,0,0
580,2012,3,0,2,0,0
581,2013,3.5,2,2,0,0
582,2011,5,3,9,3,0
583,2012,4.5,0,5,0,0
584,2009,4,0,2,1,0
585,2011,4,0,9,0,0
586,2007,4,46,370,40,0
587,2010,4,8,38,2,0
588,2012,2.5,7,6,0,0
589,2007,3.5,20,305,319,6
590,2011,4,1,8,1,1
591,2011,5,0,0,8,0
592,2013,4,0,6,7,0
593,2012,4,9,1,9,0
594,2012,5,1,0,0,0
595,2007,5,7,6,1,2
596,2009,4,188,134,69,1
597,2008,4,1189,2056,2082,35
598,2012,2,9,8,9,0
599,2012,3,0,2,0,9
600,2013,5,18,58,65,0
601,2007,3.5,1157,1460,661,9
602,2009,4,17,19,69,0
603,2010,4.5,0,2,0,0
604,2010,4.5,9,5,4,2
605,2012,4.5,0,3,0,0
606,2013,5,9,8,0,0
607,2011,3,5,1,8,0
608,2009,3,7,3,2,0
609,2013,4.5,9,8,0,0
610,2011,4.5,7,75,2,0
611,2012,4,0,0,9,0
612,2012,4,2,6,7,0
613,2012,4,87,53,10,9
614,2011,3,0,0,0,7
615,2010,2.5,4,93,2,0
616,2010,4,0,5,0,0
617,2009,4,384,1948,1747,9
618,2011,4,7,3,0,0
619,2010,3,0,5,0,0
620,2012,3.5,5,7,0,0
621,2011,4,496,692,109,7
622,2013,4.5,0,6,3,0
623,2012,1,6,2,0,0
624,2007,3,6,75,4,3
625,2010,5,0,9,0,0
626,2010,3,8,9,8,0
627,2010,3.5,0,3,1,0
628,2009,3.5,78,307,50,8
629,2011,4,0,7,0,0
630,2012,3,0,6,0,0
631,2012,1,7,9,0,0
632,2011,2,0,3,0,0
633,2013,3,2,5,6,0
634,2013,3.5,7,0,0,0
635,2011,3,22,17,9,4
636,2010,5,0,0,0,0
637,2010,3.5,1,31,5,8
638,2013,5,0,3,9,0
639,2012,1,0,0,0,0
640,2012,5,3,5,5,0
641,2011,2.5,6,6,0,0
642,2012,3,7,4,0,0
643,2013,4,0,0,2,0
644,2012,4.5,6,3,0,0
645,2008,3.5,325,294,94,9
646,2011,3.5,0,6,0,0
647,2011,5,0,3,0,0
648,2012,4,1,59,2,0
649,2012,3,0,7,0,0
650,2010,1,8,2,0,0
651,2011,4.5,1,96,4,4
652,2012,5,0,0,0,0
653,2009,3.5,9,3,0,0
654,2013,5,0,0,0,0
655,2011,4,4,83,2,0
656,2010,4.5,0,0,0,1
657,2009,4,0,9,0,0
658,2011,5,0,2,0,0
659,2010,3.5,757,2332,1935,72
660,2012,4,4,0,6,0
661,2011,4,3,4,1,0
662,2011,3,5,79,0,0
663,2012,3,7,2,4,0
664,2009,3.5,141,2368,396,29
665,2009,3.5,2,63,3,0
666,2013,1,1,0,0,0
667,2007,3,367,147,91,5
668,2013,1,6,8,0,0
669,2010,3.5,438,1485,1179,7
670,2006,4,18,393,42,5
671,2013,5,0,0,0,0
672,2013,4,0,0,0,0
673,2011,4,2,9,8,0
674,2011,3.5,4,1,8,0
675,2010,1,0,0,0,0
676,2009,2.5,3,8,6,0
677,2011,4.5,7,3,3,0
678,2011,4,0,0,0,0
679,2008,4,5,27,70,3
680,2010,4,7,50,8,0
681,2011,4,1,6,4,0
682,2013,2,0,5,0,0
683,2013,1,0,6,0,0
684,2009,5,0,0,0,0
685,2010,3.5,410,93,81,9
686,2010,3.5,4,7,1,0
687,2010,2.5,67,441,91,4
688,2011,4,5,9,0,0
689,2012,4,1,1,2,0
690,2011,3.5,8,4,5,7
691,2012,4.5,0,7,0,0
692,2011,1,0,9,0,0
693,2013,2.5,0,8,0,0
694,2010,3.5,6,48,9,3
695,2011,4.5,0,2,4,0
696,2009,1,5,2,9,0
697,2011,4,243,1802,242,5
698,2009,4,0,4,2,0
699,2011,3.5,6,20,8,0
700,2008,4,227,1163,348,5
701,2010,4,8,91,13,6
702,2009,3.5,5,7,7,0
703,2012,5,0,0,0,0
704,2009,3.5,4,75,35,6
705,2011,4,3,15,7,8
706,2012,3.5,0,3,6,0
707,2011,3.5,0,5,7,7
708,2013,5,0,0,0,0
709,2011,4,6,56,8,4
710,2013,3.5,3,2,0,0
711,2009,4.5,15,223,291,5
712,2011,4.5,6,69,3,0
713,2011,3.5,9,68,9,0
714,2009,4,379,560,231,2
715,2011,3,2,32,6,0
716,2010,5,8,3,6,0
717,2012,4.5,0,4,0,0
718,2009,1.5,6,99,0,0
719,2011,3.5,3,7,6,0
720,2010,3.5,8,8,8,0
721,2013,4.5,0,0,0,0
722,2011,4.5,0,6,3,0
723,2011,5,0,6,0,0
724,2007,5,0,7,2,0
725,2008,4.5,8,67,76,6
726,2009,3.5,272,307,92,8
727,2011,3,73,252,28,0
728,2014,5,0,0,6,0
729,2011,3.5,0,6,2,0
730,2011,3.5,9,83,0,0
731,2009,4,6,22,5,0
732,2010,4.5,5,11,8,0
733,2010,4.5,0,8,8,0
734,2012,4.5,8,5,6,0
735,2012,3,6,8,6,0
736,2010,4,64,70,6,0
737,2010,3.5,46,63,2,6
738,2010,4.5,8,5,0,0
739,2010,3,6,1,2,4
740,2007,4,245,378,468,1
741,2011,5,0,0,7,0
742,2011,3,7,57,5,0
743,2013,4,0,1,0,0
744,2011,4,1,3,9,0
745,2013,4.5,0,4,9,0
746,2014,5,0,8,0,0
747,2009,3,4,6,1,0
748,2013,5,7,4,0,0
749,2011,4,276,972,453,5
750,2011,3.5,4,3,8,0
751,2011,3,9,59,2,0
752,2011,5,9,8,0,0
753,2013,4,0,3,0,0
754,2011,3,2,3,3,0
755,2012,4,48,26,11,0
756,2012,2.5,6,7,9,0
757,2009,4,2,0,0,0
758,2009,3,9,40,8,0
759,2009,3,0,8,6,0
760,2010,3,2,52,52,0
761,2011,5,0,9,0,0
762,2010,4.5,0,9,2,0
763,2009,3,92,361,71,0
764,2013,2.5,0,9,0,0
765,2010,3,0,0,0,0
766,2007,3.5,2337,1831,556,86
767,2011,3,0,0,0,0
768,2012,4,0,5,3,0
769,2007,4,8,349,41,7
770,2007,4,36,196,479,1
771,2011,5,0,1,9,0
772,2008,4.5,79,52,26,3
773,2012,4.5,0,7,0,0
774,2009,2.5,28,448,5,1
775,2007,4,7,93,4,0
776,2007,4.5,0,6,4,0
777,2007,4.5,26,386,28,3
778,2012,4,0,3,0,0
779,2011,4,9,1,9,0
780,2010,4,3,8,7,1
781,2013,1,8,5,4,0
782,2013,1.5,0,0,0,0
783,2012,1,0,8,0,0
784,2007,4.5,0,9,6,5
785,2013,5,0,0,0,0
786,2013,3,0,0,0,0
787,2006,3.5,1685,1899,2159,58
788,2009,4,0,3,0,0
789,2011,3.5,18,89,7,8
790,2011,5,0,0,0,0
791,2011,4,0,19,8,0
792,2010,3.5,2154,2213,2004,73
793,2011,1,0,0,0,0
794,2010,2.5,0,36,3,0
795,2011,5,5,6,2,0
796,2013,4,0,8,0,0
797,2008,3.5,7,3,7,1
798,2008,3,0,7,7,0
799,2009,5,7,7,8,8
800,2010,4,2,7,5,0
801,2010,5,8,7,2,0
802,2011,5,0,3,0,0
803,2013,3,4,1,2,0
804,2013,3.5,5,9,0,0
805,2011,3.5,8,78,5,0
806,2011,3.5,6,1,0,0
807,2013,5,0,1,0,0
808,2011,3,0,9,6,0
809,2011,5,0,5,1,0
810,2010,3.5,46,44,3,8
811,2010,4.5,0,4,0,0
812,2013,5,0,0,0,0
813,2010,4,8,3,0,0
814,2012,4,0,0,0,0
815,2011,4.5,1,5,1,0
816,2007,4,85,478,242,2
817,2012,5,0,0,0,0
818,2013,1,0,0,0,0
819,2009,5,0,6,0,0
820,2007,4,52,453,92,8
821,2009,4.5,3,89,2,0
822,2010,4,0,1,8,0
823,2009,4.5,0,85,7,0
824,2011,4,3,5,4,0
825,2013,4,0,0,0,0
826,2009,4.5,72,89,80,2
827,2010,3,1512,1146,399,9
828,2010,4,3,5,1,0
829,2010,4,9,65,93,7
830,2010,3.5,9,27,9,0
831,2010,4,1,50,1,9
832,2013,3.5,0,0,0,0
833,2012,4.5,0,3,0,0
834,2012,5,0,0,0,0
835,2011,4.5,0,1,4,0
836,2009,3.5,26,1139,288,7
837,2008,4,405,249,420,5
838,2013,2,3,8,5,8
839,2008,4,269,1383,2431,1
840,2010,1.5,0,2,0,0
841,2009,4,6,2,0,0
842,2012,2,0,0,0,0
843,2013,5,0,5,0,0
844,2008,4,75,74,47,5
845,2012,3.5,6,6,6,0
846,2011,4,0,9,0,0
847,2010,3,75,352,2,2
848,2012,2.5,2,1,0,0
849,2012,3.5,0,0,0,0
850,2009,3.5,7,28,82,0
851,2010,3,8,146,9,8
852,2013,4,0,8,0,0
853,2011,3,8,6,0,0
854,2010,4,360,1828,255,4
855,2008,3.5,135,2458,120,1
856,2010,4,73,68,54,4
857,2011,4,7,17,8,0
858,2010,5,7,5,7,0
859,2011,3.5,5,30,8,0
860,2011,3.5,6,91,2,0
861,2013,1,0,0,0,0
862,2012,4.5,0,4,0,0
863,2012,1,2,5,0,0
864,2011,3,26,338,46,4
865,2012,4,14,454,28,6
866,2010,4,4,32,8,0
867,2012,4,5,77,1,0
868,2010,5,0,4,0,0
869,2007,4,5,61,10,9
870,2012,3.5,3,68,8,9
871,2010,4,5,44,7,9
872,2009,4,5,52,4,0
873,2011,4,3,95,3,1
874,2009,3,20,432,27,6
875,2010,3.5,1,6,2,0
876,2008,4,186,363,117,8
877,2012,3.5,0,8,0,0
878,2009,4,8,0,0,0
879,2014,3,0,0,0,0
880,2012,3.5,1,75,3,0
881,2009,2.5,0,3,0,0
