user_id,vip_list,user_yelping_since_year,user_review_counts,user_fans,user_votes_funny,user_votes_useful,user_votes_cool,user_average_stars,user_tip_counts
71,0,2009,8,0,6,37,3,4.5,0
72,0,2012,1,0,9,0,0,3.0,0
73,0,2009,2,0,0,8,0,4.5,0
74,0,2010,12,8,7,78,35,4.0,0
75,0,2013,1,0,0,8,0,1.0,0
76,0,2013,2,0,0,0,0,3.0,0
77,0,2011,2,0,8,3,2,4.5,0
78,0,2010,3,0,6,10,8,4.5,0
79,0,2010,2,0,0,1,9,4.5,0
80,0,2013,1,0,3,3,7,3.5,0
81,0,2012,1,0,0,4,1,4.0,0
82,0,2008,32,9,203,393,371,4.5,0
83,0,2012,12,0,11,67,31,4.5,0
84,0,2011,2,0,6,1,0,3.0,0
85,0,2013,3,0,2,0,0,5.0,0
86,0,2014,1,5,8,3,7,4.0,0
87,0,2013,1,0,0,0,0,5.0,0
88,0,2011,4,0,0,0,0,4.5,0
89,0,2012,4,0,2,30,4,3.5,0
90,0,2010,1,0,0,5,2,4.0,0
91,0,2011,2,3,0,5,2,5.0,0
92,0,2011,4,0,0,6,4,4.5,0
93,0,2011,1,0,0,0,0,4.0,0
94,1,2009,1,1,283,1598,146,4.0,0
95,0,2009,5,0,1,3,4,4.0,0
96,0,2011,8,0,0,53,7,4.5,0
97,0,2011,1,0,0,8,1,5.0,0
98,0,2012,1,0,0,0,0,3.0,0
99,0,2011,13,0,4,17,7,3.5,0
100,0,2013,5,0,0,5,0,4.0,0
101,0,2009,3,0,14,55,5,3.5,0
102,1,2006,3,66,1634,781,1679,3.5,0
103,0,2011,1,0,0,4,6,4.0,0
104,0,2011,1,0,0,4,5,5.0,0
105,0,2009,1,9,85,396,44,4.0,0
106,0,2013,1,0,0,5,0,1.0,0
107,0,2011,3,0,1,80,8,4.5,0
108,0,2010,9,0,19,59,3,3.0,0
109,0,2013,1,0,0,0,0,4.0,0
110,0,2011,3,0,1,34,9,3.5,0
111,0,2008,2,0,1,38,4,3.5,0
112,0,2010,7,0,5,8,8,4.0,0
113,0,2010,1,0,0,0,0,4.0,0
114,0,2012,2,0,0,3,3,3.5,0
115,1,2009,8,1,434,1572,442,3.0,0
116,0,2009,1,6,88,284,65,3.5,0
117,0,2013,1,0,1,0,0,5.0,0
118,0,2010,1,0,0,2,7,4.0,0
119,0,2011,1,0,0,0,0,4.0,0
120,1,2010,1,51,1416,2061,2492,4.0,0
121,0,2012,1,0,0,2,8,5.0,0
122,0,2013,1,0,0,4,0,4.0,0
123,0,2012,14,0,89,87,6,2.5,0
124,0,2012,2,0,4,1,8,4.0,0
125,0,2010,22,7,65,392,38,4.0,0
126,0,2013,1,0,46,35,41,4.0,0
127,0,2008,1,0,7,2,0,2.0,0
128,0,2010,3,0,4,3,6,3.0,0
129,0,2012,2,0,8,83,3,4.5,0
130,0,2011,4,0,4,4,0,4.0,0
131,0,2011,1,9,7,30,5,4.5,0
132,1,2008,2,0,99,192,21,4.5,0
133,0,2012,10,0,7,24,8,3.5,0
134,0,2009,3,8,9,80,3,3.5,0
135,0,2012,1,3,8,93,1,4.0,0
136,0,2012,1,0,1,2,1,1.0,0
137,0,2010,7,0,0,1,0,4.0,0
138,0,2012,13,4,2,50,7,5.0,0
139,0,2009,1,0,8,9,7,3.0,0
140,0,2012,2,0,8,10,2,2.0,0
141,0,2013,1,0,0,0,0,5.0,0
142,0,2011,1,0,0,0,0,1.0,0
143,0,2010,1,0,0,0,0,5.0,0
144,0,2012,1,0,0,4,0,1.0,0
145,0,2012,2,0,0,1,0,5.0,0
146,1,2009,2,40,1697,1887,615,3.5,0
147,0,2011,4,0,77,2,6,4.0,0
148,0,2011,1,0,5,9,1,3.5,0
149,0,2013,1,0,0,0,0,5.0,0
150,0,2011,3,0,2,31,7,4.0,0
151,1,2011,2,6,68,403,123,4.5,0
152,0,2010,1,0,41,87,64,4.0,0
153,0,2010,1,0,0,0,0,4.0,0
154,0,2011,1,0,5,64,6,3.0,0
155,0,2009,1,0,1,8,7,1.0,0
156,0,2013,2,0,0,2,0,4.5,0
157,0,2009,2,5,4,2,2,5.0,0
158,0,2007,1,0,9,88,1,4.0,0
159,0,2009,1,0,0,9,8,4.0,0
160,0,2011,2,0,2,7,3,3.0,0
161,0,2011,3,0,9,1,0,2.5,0
162,0,2013,1,0,9,3,0,1.0,0
163,0,2012,1,0,0,2,0,5.0,0
164,0,2013,1,0,0,0,0,5.0,0
165,0,2007,1,0,2,70,9,4.0,0
166,0,2012,4,0,1,3,2,3.0,0
167,0,2011,1,1,0,9,2,4.5,0
168,0,2010,1,0,6,6,4,3.0,0
169,0,2011,1,0,0,0,0,3.0,0
170,0,2010,2,0,5,9,2,3.0,0
171,0,2010,3,0,0,8,0,2.5,0
172,0,2011,1,0,0,0,0,5.0,0
173,0,2011,3,0,3,2,9,4.0,0
174,0,2012,1,0,7,0,0,5.0,0
175,0,2009,103,0,229,1931,217,3.0,0
176,0,2008,1,8,16,90,81,3.0,0
177,0,2012,4,0,0,1,1,4.5,0
178,0,2014,1,0,0,0,0,1.0,0
179,0,2013,1,0,0,0,0,5.0,0
180,0,2012,2,0,8,6,0,3.0,0
181,0,2011,1,0,9,6,4,3.5,0
182,0,2013,1,0,0,0,0,4.0,0
183,0,2011,76,6,37,215,56,3.5,0
184,0,2008,1,0,22,382,67,3.5,0
185,0,2013,63,4,82,134,131,4.0,0
186,0,2011,2,0,2,2,8,3.5,0
187,0,2012,1,0,2,3,0,5.0,0
188,0,2010,1,0,8,80,9,3.0,0
189,0,2011,1,0,0,4,0,5.0,0
190,0,2011,1,0,0,3,3,3.0,0
191,0,2012,1,0,0,6,0,1.0,0
192,0,2013,2,0,0,0,6,5.0,0
193,0,2011,6,9,7,33,6,4.0,0
194,0,2013,1,0,0,0,0,5.0,0
195,0,2010,1,0,4,3,0,5.0,0
196,0,2012,1,0,0,8,0,5.0,0
197,0,2011,1,0,0,5,0,4.0,0
198,0,2012,1,0,7,7,6,5.0,0
199,0,2013,1,0,0,4,0,1.0,0
200,0,2011,2,0,8,4,8,4.0,0
201,0,2012,1,0,0,6,0,5.0,0
202,0,2011,1,0,11,72,71,4.0,0
203,0,2011,1,0,0,7,0,2.5,0
204,0,2010,2,0,7,7,0,4.0,0
205,0,2012,2,0,0,63,0,1.5,0
206,0,2011,2,0,3,1,0,3.5,0
207,0,2014,1,0,0,0,0,5.0,0
208,0,2013,1,0,0,0,0,5.0,0
209,0,2011,3,0,6,48,4,3.0,0
210,0,2011,2,9,6,75,84,3.0,0
211,0,2011,1,0,0,0,0,1.0,0
212,0,2011,1,0,0,5,2,3.5,0
213,0,2010,2,0,5,8,2,4.5,0
214,0,2013,7,0,5,0,0,4.5,0
215,0,2011,7,0,89,47,3,2.0,0
216,0,2013,1,0,0,1,6,5.0,0
217,0,2010,1,4,56,156,72,4.0,0
218,0,2013,1,0,0,0,0,5.0,0
219,0,2010,2,0,6,3,4,3.0,0
220,0,2010,7,5,0,1,3,4.5,0
221,0,2011,1,2,2,51,6,4.0,0
222,0,2008,1,0,6,3,0,3.5,0
223,0,2011,1,0,6,2,7,5.0,0
224,0,2012,1,0,0,0,0,5.0,0
225,0,2009,25,6,24,376,118,4.0,0
226,0,2012,7,0,4,7,3,4.0,0
227,0,2013,7,0,0,3,0,3.5,0
228,0,2010,4,0,9,9,3,3.5,0
229,0,2011,1,0,0,8,8,5.0,0
230,1,2006,4,46,1462,1779,1074,3.5,0
231,0,2012,1,0,4,9,9,1.0,0
232,0,2011,1,0,9,50,4,4.5,0
233,0,2010,3,7,82,299,70,3.0,0
234,0,2011,2,9,0,6,0,4.5,0
235,1,2009,1,7,86,401,207,3.5,0
236,0,2011,1,0,0,7,6,4.0,0
237,0,2013,1,0,0,9,0,4.0,0
238,0,2007,17,0,362,363,158,3.5,0
239,0,2011,1,0,0,0,0,5.0,0
240,0,2010,2,0,0,84,0,4.5,0
241,0,2011,1,0,0,7,9,5.0,0
242,0,2009,2,8,95,236,66,3.0,0
243,0,2012,10,7,3,43,69,4.5,0
244,0,2010,6,0,9,30,1,4.0,0
245,0,2012,1,0,3,1,8,3.0,0
246,0,2008,7,8,6,26,82,3.5,0
247,0,2012,1,0,0,0,0,1.0,0
248,0,2008,37,9,90,172,47,3.5,0
249,0,2013,1,0,6,3,5,2.5,0
250,0,2013,1,0,0,0,0,5.0,0
251,0,2011,1,0,0,9,0,4.0,0
252,0,2010,1,0,5,6,2,3.5,0
253,0,2014,1,0,0,3,0,5.0,0
254,0,2009,1,0,1,3,6,4.0,0
255,0,2010,1,0,0,0,0,3.0,0
256,0,2010,1,0,3,3,1,1.0,0
257,0,2010,1,0,0,3,3,4.0,0
258,0,2008,3,0,1,12,4,3.5,0
259,0,2012,1,0,0,6,0,1.0,0
260,0,2011,1,0,0,0,0,4.0,0
261,0,2013,4,0,0,0,0,4.5,0
262,1,2006,1,361,998,705,1010,4.0,0
263,0,2014,1,0,0,0,0,1.0,0
264,0,2012,2,0,7,18,0,3.5,0
265,0,2013,4,0,4,4,0,5.0,0
266,0,2012,1,0,0,8,0,5.0,0
267,0,2011,1,0,3,8,3,5.0,0
268,0,2010,2,0,4,96,1,4.5,0
269,0,2013,1,0,0,6,0,2.0,0
270,0,2010,1,0,6,4,6,4.0,0
271,0,2010,5,0,4,47,7,4.0,0
272,0,2012,1,0,0,0,0,3.0,0
273,0,2009,4,9,359,1813,131,4.0,0
274,0,2007,1,50,157,154,157,4.0,0
275,0,2011,3,2,8,6,9,2.5,0
276,0,2010,16,0,62,24,6,4.0,0
277,0,2008,1,0,77,318,76,3.0,0
278,0,2013,1,0,1,8,0,3.0,0
279,0,2011,2,0,8,5,4,4.5,0
280,1,2007,1,61,333,993,1293,4.0,0
281,0,2010,1,0,0,7,0,4.0,0
282,0,2011,2,8,7,96,3,4.5,0
283,1,2009,3,80,1740,1357,528,3.5,0
284,0,2011,4,0,2,88,2,4.0,0
285,0,2009,1,0,6,0,0,4.0,0
286,0,2010,1,0,6,4,1,3.0,0
287,0,2010,2,0,0,8,0,3.0,0
288,0,2010,11,0,0,3,0,3.5,0
289,0,2012,1,0,0,0,0,1.0,0
290,0,2010,4,0,0,5,0,3.5,0
291,0,2012,1,0,0,1,3,4.0,0
292,0,2010,5,0,3,3,8,3.5,0
293,0,2010,1,0,4,65,2,4.0,0
294,0,2012,1,0,0,2,0,5.0,0
295,1,2006,1,8,405,949,232,4.0,0
296,0,2012,1,0,0,1,0,1.0,0
297,0,2012,1,0,5,3,5,3.5,0
298,0,2009,2,0,2,79,7,4.5,0
299,0,2009,13,0,27,33,82,4.0,0
300,0,2013,1,0,0,0,0,5.0,0
301,0,2011,1,9,9,57,7,4.0,0
302,0,2012,7,0,6,7,3,3.5,0
303,0,2013,3,0,4,1,7,4.0,0
304,0,2012,1,0,0,0,0,3.0,0
305,0,2011,1,0,97,147,64,3.5,0
306,0,2010,1,0,0,0,0,5.0,0
307,0,2012,2,0,4,4,0,4.0,0
308,0,2010,1,0,0,7,9,4.0,0
309,0,2007,1,0,5,52,9,4.0,0
310,0,2012,1,0,0,9,0,2.5,0
311,0,2010,3,5,1,3,7,4.5,0
312,0,2013,1,0,8,2,7,1.0,0
313,0,2010,1,2,5,37,8,4.5,0
314,0,2013,1,0,0,1,0,2.0,0
315,1,2010,6,99,459,241,342,4.0,0
316,0,2012,2,0,7,8,0,4.0,0
317,1,2008,59,1,188,1121,537,4.0,0
318,0,2012,1,0,6,0,0,3.0,0
319,0,2010,64,7,20,147,70,4.0,0
320,0,2011,2,0,4,88,3,3.0,0
321,0,2012,1,0,0,0,0,5.0,0
322,0,2010,2,0,0,0,0,5.0,0
323,0,2010,1,8,128,2466,1964,4.0,0
324,0,2012,1,0,0,7,5,5.0,0
325,0,2010,3,6,53,497,490,3.5,0
326,0,2011,2,0,31,74,4,3.5,0
327,1,2006,13,25,399,1282,2213,4.0,0
328,0,2013,1,0,0,0,0,2.0,0
329,0,2011,1,0,0,0,0,4.0,0
330,0,2010,5,0,8,88,5,3.5,0
331,0,2011,1,0,4,7,4,5.0,0
332,0,2012,2,0,0,7,0,4.5,0
333,0,2010,7,8,5,3,2,4.0,0
334,0,2013,1,0,0,0,0,5.0,0
335,0,2011,1,7,0,3,3,4.0,0
336,0,2011,1,0,8,7,8,4.5,0
337,0,2011,1,0,0,3,0,5.0,0
338,0,2009,15,0,89,60,5,3.5,0
339,0,2013,1,0,0,6,0,5.0,0
340,0,2013,1,0,0,0,0,1.0,0
341,0,2006,4,3,60,166,95,4.0,0
342,0,2010,4,0,0,9,3,4.5,0
343,0,2013,1,0,0,0,0,5.0,0
344,0,2010,1,0,0,0,0,5.0,0
345,0,2011,10,0,1,4,5,3.0,0
346,0,2011,2,0,3,2,9,4.0,0
347,0,2012,4,0,0,6,3,4.5,0
348,0,2008,1,0,0,7,9,4.5,0
349,0,2011,45,2,305,2389,131,4.0,0
350,0,2011,8,8,4,74,9,4.0,0
351,0,2013,2,0,7,3,2,3.5,0
352,0,2007,182,69,1063,1197,993,4.0,0
353,0,2013,2,0,5,2,2,5.0,0
354,0,2012,1,0,0,7,0,2.5,0
355,0,2009,3,0,0,7,5,3.0,0
356,0,2011,1,3,189,1440,967,4.0,0
357,0,2011,5,0,7,23,6,3.0,0
358,0,2009,3,6,1697,2071,1681,4.0,0
359,0,2010,1,0,2,8,7,3.5,0
360,0,2009,2,0,0,9,3,4.0,0
361,0,2008,3,0,9,377,4,4.0,0
362,0,2010,1,2,1,60,9,4.0,0
363,0,2010,32,0,53,138,27,3.5,0
364,0,2012,13,0,5,23,1,4.0,0
365,0,2009,2,0,2,9,9,3.5,0
366,0,2011,1,2,6,9,9,4.0,0
367,0,2008,12,8,13,449,12,3.5,0
368,0,2011,4,7,5,73,82,4.5,0
369,0,2012,4,0,0,1,3,3.0,0
370,0,2008,4,9,9,76,24,3.0,0
371,0,2013,1,0,0,4,0,3.0,0
372,0,2009,1,5,23,459,56,3.0,0
373,0,2007,1,8,37,141,47,4.0,0
374,0,2009,3,0,0,8,9,4.0,0
375,0,2012,1,0,0,3,0,5.0,0
376,0,2012,1,3,1,5,2,5.0,0
377,0,2011,1,0,1,0,0,5.0,0
378,0,2010,2,0,0,0,5,4.0,0
379,0,2012,1,0,6,8,0,1.0,0
380,0,2007,1,9,83,113,6,3.5,0
381,0,2013,2,0,0,0,0,4.0,0
382,0,2008,1,4,35,365,188,3.5,0
383,0,2013,1,0,0,6,0,5.0,0
384,0,2009,2,0,4,5,7,4.5,0
385,0,2011,1,0,1,1,1,3.5,0
386,0,2012,1,0,8,4,0,5.0,0
387,0,2012,1,0,0,0,0,5.0,0
388,0,2013,1,0,0,1,0,3.5,0
389,0,2012,5,0,4,50,3,4.0,0
390,1,2009,2,93,1425,2369,899,3.5,0
391,0,2010,1,0,0,8,7,2.0,0
392,0,2012,1,1,0,1,0,2.5,0
393,0,2010,1,0,0,1,0,5.0,0
394,0,2011,1,0,2,21,4,1.0,0
395,0,2009,1,0,5,8,8,2.5,0
396,0,2012,2,0,0,5,1,4.0,0
397,0,2011,3,1,5,5,4,4.0,0
398,0,2013,1,0,0,0,0,5.0,0
399,0,2009,1,0,0,0,0,3.0,0
400,0,2010,1,4,48,442,38,4.5,0
401,0,2013,1,0,0,5,0,1.0,0
402,0,2013,3,0,9,45,9,3.5,0
403,0,2013,2,0,0,1,0,5.0,0
404,0,2011,1,0,0,0,0,5.0,0
405,0,2012,1,0,0,3,0,1.0,0
406,0,2009,31,0,8,246,11,4.0,0
407,1,2009,5,5,1423,1931,2085,4.0,0
408,0,2007,6,6,88,136,92,3.0,0
409,0,2010,3,0,8,2,7,4.0,0
410,0,2008,1,6,222,329,341,4.0,0
411,0,2010,2,3,1,28,5,3.5,0
412,0,2010,3,0,3,39,2,3.5,0
413,0,2010,1,0,0,8,0,1.0,0
414,0,2013,1,0,0,3,0,3.5,0
415,0,2011,1,0,1,1,0,3.0,0
416,0,2011,5,0,0,0,0,3.0,0
417,0,2009,2,9,25,76,27,3.5,0
418,0,2011,9,0,4,14,3,3.5,0
419,0,2008,6,0,6,86,4,3.5,0
420,0,2013,2,0,8,2,0,1.0,0
421,0,2010,1,3,0,4,0,4.5,0
422,0,2013,1,0,0,2,0,5.0,0
423,0,2010,1,0,0,2,0,4.0,0
424,0,2008,4,0,0,16,8,3.5,0
425,0,2011,3,0,5,40,7,4.0,0
426,0,2011,32,0,26,488,75,4.0,0
427,0,2007,4,0,7,3,5,4.5,0
428,0,2012,15,6,1,245,95,4.5,0
429,0,2013,1,0,0,6,0,3.0,0
430,0,2012,2,0,7,6,0,3.5,0
431,0,2013,2,0,9,3,5,2.0,0
432,0,2010,1,0,4,282,1,2.0,0
433,0,2013,2,0,0,0,0,2.5,0
434,0,2011,1,0,0,0,0,5.0,0
435,0,2012,2,0,2,2,4,2.5,0
436,0,2013,1,0,0,8,2,4.0,0
437,0,2011,1,9,0,5,0,1.5,0
438,0,2011,7,0,0,6,0,3.5,0
439,0,2012,5,8,8,7,9,3.0,0
440,0,2011,1,6,1,68,3,5.0,0
441,0,2013,1,0,6,8,0,5.0,0
442,0,2011,4,1,300,1466,104,3.5,0
443,0,2013,1,0,0,0,0,1.0,0
444,0,2008,1,0,3,335,49,3.5,0
445,0,2010,4,4,14,267,23,4.0,0
446,0,2013,1,0,0,0,0,3.0,0
447,0,2010,14,0,9,46,7,4.0,0
448,0,2011,1,0,5,6,1,5.0,0
449,0,2013,5,0,0,9,0,3.5,0
450,0,2012,1,0,7,7,0,1.0,0
451,0,2010,1,0,7,6,3,4.0,0
452,0,2012,1,0,0,3,0,5.0,0
453,0,2013,1,0,0,0,0,5.0,0
454,0,2011,1,0,8,0,5,5.0,0
455,0,2011,1,0,0,7,6,4.0,0
456,0,2010,2,0,5,18,9,4.0,0
457,0,2013,2,0,0,0,0,3.5,0
458,0,2008,22,6,56,13,53,3.0,0
459,0,2013,1,0,0,0,0,5.0,0
460,0,2007,4,4,6,44,5,3.5,0
461,0,2011,5,0,4,5,0,4.0,0
462,0,2011,1,0,2,89,4,3.5,0
463,0,2013,2,0,0,0,0,4.5,0
464,0,2012,2,0,0,6,0,4.5,0
465,0,2011,4,0,2,5,8,4.0,0
466,0,2011,2,0,0,8,0,5.0,0
467,0,2013,1,0,0,1,5,5.0,0
468,1,2008,3,6,381,251,328,4.0,0
469,0,2010,6,5,7,60,65,3.5,0
470,0,2012,1,7,6,9,4,3.0,0
471,0,2013,1,0,0,1,0,5.0,0
472,0,2010,3,0,0,8,0,3.5,0
473,0,2011,3,0,2,9,6,4.5,0
474,0,2013,1,0,6,9,5,4.0,0
475,0,2014,1,0,0,0,0,3.0,0
476,0,2012,2,0,0,7,0,4.5,0
477,0,2012,2,0,6,1,8,3.5,0
478,0,2010,26,0,2,63,2,3.5,0
479,0,2013,1,4,0,9,6,4.0,0
480,0,2009,2,6,79,12,13,3.0,0
481,0,2009,15,4,2,38,2,3.0,0
482,0,2009,2,0,1,31,4,4.0,0
483,0,2007,2,2,3,4,1,4.5,0
484,0,2013,1,0,0,8,0,3.5,0
485,0,2013,1,0,7,8,3,3.5,0
486,0,2012,1,0,5,0,0,5.0,0
487,0,2012,1,0,0,9,0,1.0,0
488,0,2013,1,0,0,0,0,1.0,0
489,0,2006,2,0,7,19,1,2.5,0
490,0,2010,1,0,0,7,7,4.5,0
491,0,2012,1,0,2,7,4,1.0,0
492,0,2010,2,0,4,1,0,4.0,0
493,0,2011,1,0,0,6,5,4.0,0
494,0,2011,5,0,9,45,9,5.0,0
495,0,2013,1,0,0,0,0,1.0,0
496,0,2009,1,0,0,9,0,5.0,0
497,0,2011,5,0,7,8,0,4.0,0
498,0,2013,1,0,0,0,0,5.0,0
499,0,2011,1,0,9,1,0,5.0,0
500,0,2011,1,0,0,5,0,4.5,0
501,1,2009,24,8,54,392,370,4.0,0
502,1,2009,5,80,114,1287,306,4.0,0
503,0,2007,1,5,7,10,23,4.0,0
504,0,2010,2,2,0,7,5,4.5,0
505,0,2010,14,8,2,45,5,3.0,0
506,0,2013,1,0,0,6,0,1.0,0
507,0,2011,3,0,6,7,6,5.0,0
508,1,2010,2,9,122,1022,479,3.5,0
509,0,2011,3,0,1,5,4,4.5,0
510,0,2009,4,9,422,1399,341,4.0,0
511,0,2009,13,0,5,97,8,4.5,0
512,0,2010,1,0,0,0,0,5.0,0
513,0,2009,1,0,5,27,4,3.5,0
514,0,2013,3,0,0,0,0,3.5,0
515,0,2011,1,0,3,8,0,1.0,0
516,0,2012,6,0,1,6,0,2.5,0
517,0,2013,6,0,4,3,8,4.0,0
518,0,2010,2,8,9,97,2,3.5,0
519,1,2011,2,4,365,147,68,3.5,0
520,0,2012,3,0,0,5,3,2.0,0
521,0,2012,11,0,8,9,6,4.0,0
522,0,2012,3,0,5,56,3,4.0,0
523,0,2010,1,0,5,242,93,4.0,0
524,0,2009,5,0,2,6,9,4.0,0
525,0,2011,2,9,3,5,0,5.0,0
526,0,2012,2,0,0,3,0,3.5,0
527,0,2011,2,9,6,49,10,4.0,0
528,0,2012,1,0,0,5,0,4.5,0
529,0,2011,1,0,0,1,0,5.0,0
530,0,2011,5,0,0,4,9,4.5,0
531,0,2010,36,9,416,448,302,4.0,0
532,0,2013,2,0,0,0,0,4.5,0
533,0,2013,3,0,0,7,8,4.5,0
534,0,2010,4,0,1,22,9,3.5,0
535,1,2010,79,11,102,1523,1585,4.0,0
536,0,2010,1,0,2,1,0,2.0,0
537,0,2009,1,2,1,70,6,3.5,0
538,0,2012,1,0,3,7,0,4.0,0
539,0,2010,2,0,0,0,0,3.0,0
540,0,2010,1,0,9,3,1,5.0,0
541,0,2011,3,0,0,7,5,4.0,0
542,0,2013,7,0,0,9,9,3.5,0
543,0,2010,5,0,0,1,0,4.0,0
544,0,2007,3,0,0,6,2,3.5,0
545,0,2010,16,0,2,37,6,4.0,0
546,0,2009,8,0,7,7,2,4.0,0
547,0,2013,1,0,0,5,0,5.0,0
548,0,2008,3,3,7,94,9,3.5,0
549,0,2012,4,0,0,8,5,4.5,0
550,0,2011,17,0,3,34,6,4.5,0
551,0,2008,6,0,59,72,58,3.5,0
552,0,2010,43,0,69,345,72,3.5,0
553,0,2011,5,0,0,7,0,4.5,0
554,0,2009,20,3,71,203,54,4.0,0
555,0,2012,1,0,6,6,7,1.0,0
556,0,2009,3,6,31,70,18,4.0,0
557,0,2008,1,0,0,9,4,4.0,0
558,0,2007,1,0,58,98,72,3.5,0
559,0,2012,1,0,0,0,0,5.0,0
560,0,2010,1,0,0,9,1,5.0,0
561,0,2012,2,0,6,24,6,3.0,0
562,0,2011,1,0,0,1,0,5.0,0
563,0,2013,1,0,0,0,0,5.0,0
564,0,2008,1,3,1,4,0,3.0,0
565,0,2011,5,0,0,8,2,4.0,0
566,0,2009,5,9,83,34,8,3.5,0
567,0,2012,1,0,7,1,9,4.0,0
568,0,2011,2,0,0,1,0,4.5,0
569,0,2012,2,5,0,2,7,4.5,0
570,0,2007,1,46,1519,1021,1167,3.5,0
571,0,2010,6,1,8,66,1,2.5,0
572,0,2013,1,0,0,7,0,3.0,0
573,0,2012,2,0,0,2,9,4.5,0
574,0,2009,7,0,0,2,2,4.0,0
575,0,2012,2,2,9,2,0,3.0,0
576,0,2005,1,0,9,9,0,5.0,0
577,0,2008,14,0,59,36,70,4.0,0
578,0,2013,2,0,0,0,0,5.0,0
579,0,2011,1,0,1,5,0,5.0,0
580,0,2012,1,0,0,2,0,3.0,0
581,0,2013,1,0,2,2,0,3.5,0
582,0,2011,2,0,3,9,3,5.0,0
583,0,2012,1,0,0,5,0,4.5,0
584,0,2009,1,0,0,2,1,4.0,0
585,0,2011,1,0,0,9,0,4.0,0
586,0,2007,2,0,46,370,40,4.0,0
587,0,2010,4,0,8,38,2,4.0,0
588,0,2012,1,0,7,6,0,2.5,0
589,0,2007,2,6,20,305,319,3.5,0
590,0,2011,1,1,1,8,1,4.0,0
591,0,2011,1,0,0,0,8,5.0,0
592,0,2013,1,0,0,6,7,4.0,0
593,0,2012,7,0,9,1,9,4.0,0
594,0,2012,1,0,1,0,0,5.0,0
595,0,2007,2,2,7,6,1,5.0,0
596,0,2009,5,1,188,134,69,4.0,0
597,1,2008,3,35,1189,2056,2082,4.0,0
598,0,2012,3,0,9,8,9,2.0,0
599,0,2012,1,9,0,2,0,3.0,0
600,0,2013,1,0,18,58,65,5.0,0
